Route_ID	Route_Comb	Dup_Bw_Titles	Dup_Bw_Authors	Source_ID	Target_ID_All	Target_ID_0	Edition_ID	Matched_Entries	Last_Date	First_Date	Duration	Source_ID	Source_Location_Name_Standardized	Target_ID	Target_Location_Name_Standardized	interregional	international
228	77;1429;649;1360;208;184	FALSE	FALSE	77	1429;649;1360;208;184	1429	GG1602	4503	1602	1602	0	77	Augsburg	1429	Trento	TRUE	TRUE
3503	1487;1429;1491	FALSE	FALSE	1487	1429;1491	1429	GG1602	4922	1602	1602	0	1487	Vienna	1429	Trento	TRUE	TRUE
1439	649;1429	FALSE	FALSE	649	1429	1429	JG1563	1171	1563	1563	0	649	Innsbruck	1429	Trento	TRUE	TRUE
1440	649;1429;208;184	FALSE	FALSE	649	1429;208;184	1429	LA1597;LA1597	3233;3234	1597	1597	0	649	Innsbruck	1429	Trento	TRUE	TRUE
2986	1254;1429;649	TRUE	TRUE	1254	1429;649	1429	GG1602;CK1678	4869;10851	1678	1602	76	1254	Salzburg	1429	Trento	TRUE	TRUE
1496	697;1429;674;494;733;879	FALSE	FALSE	697	1429;674;494;733;879	1429	LA1597;LA1597	3033;3034	1597	1597	0	697	Kostanz	1429	Trento	TRUE	TRUE
2774	1149;1429;941;649	FALSE	FALSE	1149	1429;941;649	1429	GG1602	4853	1602	1602	0	1149	Regensburg	1429	Trento	TRUE	TRUE
3303	1449;1429;165;876;674;879	FALSE	FALSE	1449	1429;165;876;674;879	1429	LA1597	3495	1597	1597	0	1449	Ulm	1429	Trento	TRUE	TRUE
3304	1449;1429;674;733	FALSE	FALSE	1449	1429;674;733	1429	GG1602	4906	1602	1602	0	1449	Ulm	1429	Trento	TRUE	TRUE
3305	1449;1429;887	FALSE	FALSE	1449	1429;887	1429	GMA1612	6222	1612	1612	0	1449	Ulm	1429	Trento	TRUE	TRUE
2472	1051;1429	FALSE	FALSE	1051	1429	1429	LA1597	3953	1597	1597	0	1051	Padua	1429	Trento	TRUE	FALSE
2473	1051;1429;1480	FALSE	FALSE	1051	1429;1480	1429	GV1720	12128	1720	1720	0	1051	Padua	1429	Trento	TRUE	FALSE
3516	1491;1429	FALSE	FALSE	1491	1429	1429	LA1597	3484	1597	1597	0	1491	Villach	1429	Trento	TRUE	TRUE
544	207;1429	TRUE	TRUE	207	1429	1429	LA1597;LA1597;OC1623	3871;3872;7463	1623	1597	26	207	Brescia	1429	Trento	TRUE	FALSE
1915	843;1429	FALSE	FALSE	843	1429	1429	LA1597	3920	1597	1597	0	843	Mantova	1429	Trento	TRUE	FALSE
2932	1181;1487;539;553	TRUE	FALSE	1181	1487;539;553	1487	GM1684;GM1685;GM1687	11672;11778;11876	1687	1684	3	1181	Rome	1487	Vienna	TRUE	TRUE
2119	887;1487	TRUE	TRUE	887	1487	1487	SAA1550;OC1623;OC1623	130;7515;7516	1623	1550	73	887	Milan	1487	Vienna	TRUE	TRUE
2120	887;1487;1429;649;1254	TRUE	FALSE	887	1487;1429;649;1254	1487	GM1684;GM1685;GM1687	11676;11782;11880	1687	1684	3	887	Milan	1487	Vienna	TRUE	TRUE
1629	755;1487	FALSE	FALSE	755	1487	1487	DW1595	2860	1595	1595	0	755	Leipzig	1487	Vienna	TRUE	TRUE
1630	755;1487;1119	TRUE	FALSE	755	1487;1119	1487	BS1703;BS1709;BS1729	11926;11974;12366	1729	1703	26	755	Leipzig	1487	Vienna	TRUE	TRUE
1631	755;1487;1167;1567	FALSE	FALSE	755	1487;1167;1567	1487	DW1595	2821	1595	1595	0	755	Leipzig	1487	Vienna	TRUE	TRUE
3446	1472;1487	TRUE	FALSE	1472	1487	1487	OC1608;OC1611;OC1616;OC1620;OC1623;OC1666;OC1676	5652;5964;6641;7191;7582;9960;10533	1676	1608	68	1472	Venice	1487	Vienna	TRUE	TRUE
3447	1472;1487;1373	TRUE	FALSE	1472	1487;1373	1487	BS1703;BS1709;BS1729	11948;12000;12392	1729	1703	26	1472	Venice	1487	Vienna	TRUE	TRUE
3448	1472;1487;1429;184;649;1254;783	FALSE	FALSE	1472	1487;1429;184;649;1254;783	1487	GV1720	12268	1720	1720	0	1472	Venice	1487	Vienna	TRUE	TRUE
3449	1472;1487;1491	FALSE	FALSE	1472	1487;1491	1487	CK1678	10960	1678	1678	0	1472	Venice	1487	Vienna	TRUE	TRUE
3450	1472;1487;539;553	FALSE	FALSE	1472	1487;539;553	1487	BS1703	11949	1703	1703	0	1472	Venice	1487	Vienna	TRUE	TRUE
3451	1472;1487;802;553	TRUE	FALSE	1472	1487;802;553	1487	BS1709;BS1729	12001;12393	1729	1709	20	1472	Venice	1487	Vienna	TRUE	TRUE
237	77;1487	TRUE	TRUE	77	1487	1487	TT1604;TT1605;TT1615;TT1618;OC1623;TT1629;GS1655;GS1662B;GS1663;GS1673	5098;5344;6469;7018;7641;8210;9095;9445;9691;10327	1673	1604	69	77	Augsburg	1487	Vienna	TRUE	TRUE
238	77;1487;485;783;700	FALSE	FALSE	77	1487;485;783;700	1487	LZ1680	11392	1680	1680	0	77	Augsburg	1487	Vienna	TRUE	TRUE
239	77;1487;783	FALSE	FALSE	77	1487;783	1487	GG1602;GG1602	4495;4499	1602	1602	0	77	Augsburg	1487	Vienna	TRUE	TRUE
1810	824;1487	TRUE	FALSE	824	1487	1487	OC1608;OC1611;OC1616;OC1620;OC1666;OC1676	5735;6050;6724;7277;10046;10618	1676	1608	68	824	Lyon	1487	Vienna	TRUE	TRUE
1358	583;1487;1011	TRUE	FALSE	583	1487;1011	1487	BS1703;BS1709;BS1729	11925;11973;12365	1729	1703	26	583	Hamburg	1487	Vienna	TRUE	TRUE
2741	1119;1487	TRUE	TRUE	1119	1487	1487	RV1576;LA1597;LA1597;GG1602;TT1604;TT1605;OC1608;OC1611;GMA1612;TT1615;OC1616;TT1618;OC1620;OC1623;GMA1625;TT1629;GS1655;GS1662B;GS1663;OC1666;GS1673;OC1676;CK1678	2304;4215;4216;4836;5104;5350;5585;5895;6150;6475;6573;7024;7122;7596;7876;8216;9101;9451;9697;9891;10333;10464;10845	1678	1576	102	1119	Prague	1487	Vienna	TRUE	TRUE
1442	649;1487	TRUE	TRUE	649	1487	1487	JG1563;RV1576;GMA1612;GMA1625	1172;2337;6184;7916	1625	1563	62	649	Innsbruck	1487	Vienna	TRUE	FALSE
2988	1254;1487	TRUE	TRUE	1254	1487	1487	LA1597;GG1602	3430;4864	1602	1597	5	1254	Salzburg	1487	Vienna	TRUE	FALSE
1700	783;1487	TRUE	TRUE	783	1487	1487	JG1563;RV1576;LA1597;OC1616;OC1623;OC1666;OC1676	1203;2315;3280;6818;7626;9832;10712	1676	1563	113	783	Linz	1487	Vienna	TRUE	FALSE
1701	783;1487;1540	TRUE	FALSE	783	1487;1540	1487	GMA1612;GMA1625	6162;7888	1625	1612	13	783	Linz	1487	Vienna	TRUE	FALSE
1702	783;1487;700	FALSE	FALSE	783	1487;700	1487	LA1597	3282	1597	1597	0	783	Linz	1487	Vienna	TRUE	FALSE
2776	1149;1487	TRUE	TRUE	1149	1487	1487	RV1576;GMA1612;GMA1625	2335;6182;7914	1625	1576	49	1149	Regensburg	1487	Vienna	TRUE	TRUE
2777	1149;1487;1061;783;1344	FALSE	FALSE	1149	1487;1061;783;1344	1487	GG1602	4850	1602	1602	0	1149	Regensburg	1487	Vienna	TRUE	TRUE
3306	1449;1487;1149;783	FALSE	FALSE	1449	1487;1149;783	1487	LZ1680	11526	1680	1680	0	1449	Ulm	1487	Vienna	TRUE	TRUE
3238	1429;1487	TRUE	TRUE	1429	1487	1487	SAB1562B;GH1563;GH1564A;GH1564B;GH1598A;OC1608;OC1611;OC1616;OC1620;JW1641;OC1666;OC1676	996;1054;1337;1472;4286;5650;5962;6639;7189;8345;9958;10531	1676	1562	114	1429	Trento	1487	Vienna	TRUE	TRUE
1287	553;1487	TRUE	TRUE	553	1487	1487	RV1576;LA1597;GMA1612;GMA1625	2303;3153;6149;7875	1625	1576	49	553	graytz in steiermarct;graetz in steyr;graz;graez;graiz;graitz;gratz;gratiz;grätz;gräz in der steyrmarkt;graz in steyrmarckt	1487	Vienna	TRUE	FALSE
3518	1491;1487;663;1123	FALSE	FALSE	1491	1487;663;1123	1487	LA1597	3486	1597	1597	0	1491	Villach	1487	Vienna	TRUE	FALSE
405	157;1487;1560	TRUE	FALSE	157	1487;1560	1487	BS1703;BS1709;BS1729	11927;11975;12367	1729	1703	26	157	Berlin	1487	Vienna	TRUE	TRUE
2426	1027;1487	FALSE	FALSE	1027	1487	1487	LA1597	3390	1597	1597	0	1027	Olomouc	1487	Vienna	TRUE	TRUE
3588	1560;1487;1027	FALSE	FALSE	1560	1487;1027	1487	CK1678	10795	1678	1678	0	1560	Wrocław	1487	Vienna	TRUE	TRUE
1503	699;1487	TRUE	FALSE	699	1487	1487	OC1616;OC1666;OC1676	6825;9839;10720	1676	1616	60	699	Krakow	1487	Vienna	TRUE	TRUE
474	199;1487	FALSE	FALSE	199	1487	1487	LA1597	4220	1597	1597	0	199	Bratislava	1487	Vienna	TRUE	TRUE
1508	700;1487	FALSE	FALSE	700	1487	1487	GG1602	4498	1602	1602	0	700	Krems	1487	Vienna	TRUE	FALSE
2750	1125;1487	FALSE	FALSE	1125	1487	1487	JG1563	1251	1563	1563	0	1125	Puconci	1487	Vienna	TRUE	TRUE
2925	1181;1443	TRUE	TRUE	1181	1443	1443	GM1684;GM1685;GM1687;FS1700	11614;11720;11818;11924	1700	1684	16	1181	Rome	1443	Turin	TRUE	FALSE
271	86;1443;260;428;202;1376	FALSE	FALSE	86	1443;260;428;202;1376	1443	LA1597	3664	1597	1597	0	86	Avignon	1443	Turin	TRUE	TRUE
987	399;1443;887	TRUE	FALSE	399	1443;887	1443	DW1578;DW1598	2479;4346	1598	1578	20	399	Dresden	1443	Turin	TRUE	TRUE
2107	887;1443	TRUE	TRUE	887	1443	1443	SAB1562B;GH1563;GH1564A;GH1564B;RV1576;GH1598A;OC1608;OC1611;GMA1612;OC1616;OC1620;OC1623;GMA1625;JW1641;OC1666;OC1676;LZ1680;GM1684;GM1685;GM1687;GV1720;FS1747;FS1761	1026;1084;1367;1502;2396;4316;5596;5906;6255;6584;7133;7391;7987;8375;9902;10475;11554;11590;11696;11799;12107;12490;12515	1761	1562	199	887	Milan	1443	Turin	TRUE	FALSE
2108	887;1443;1005;1475	TRUE	TRUE	887	1443;1005;1475	1443	LA1597;GV1720	3935;12156	1720	1597	123	887	Milan	1443	Turin	TRUE	FALSE
2109	887;1443;30	TRUE	FALSE	887	1443;30	1443	OC1608;OC1611;OC1616;OC1620;OC1623;OC1666;OC1676	5709;6023;6698;7250;7534;10019;10592	1676	1608	68	887	Milan	1443	Turin	TRUE	FALSE
2110	887;1443;904	FALSE	FALSE	887	1443;904	1443	GV1720	12157	1720	1720	0	887	Milan	1443	Turin	TRUE	FALSE
1805	824;1443;274	TRUE	FALSE	824	1443;274	1443	BS1703;BS1709;BS1729	11946;11998;12390	1729	1703	26	824	Lyon	1443	Turin	TRUE	TRUE
1806	824;1443;555	TRUE	FALSE	824	1443;555	1443	BS1703;BS1709;BS1729	11945;11997;12389	1729	1703	26	824	Lyon	1443	Turin	TRUE	TRUE
1256	514;1443	TRUE	FALSE	514	1443	1443	OC1608;OC1611;OC1616;OC1620;OC1623;OC1666;OC1676	5708;6022;6697;7249;7535;10018;10591	1676	1608	68	514	Genoa	1443	Turin	TRUE	FALSE
1257	514;1443;30;74	FALSE	FALSE	514	1443;30;74	1443	LA1597	3911	1597	1597	0	514	Genoa	1443	Turin	TRUE	FALSE
1227	512;1443	FALSE	FALSE	512	1443	1443	LA1597	4252	1597	1597	0	512	Geneva	1443	Turin	TRUE	TRUE
33	30;1443;74	FALSE	FALSE	30	1443;74	1443	GV1720	12149	1720	1720	0	30	Alessandria	1443	Turin	FALSE	FALSE
2655	1059;1443;74	FALSE	FALSE	1059	1443;74	1443	LA1597	3959	1597	1597	0	1059	Parma	1443	Turin	TRUE	FALSE
3007	1277;1443	FALSE	FALSE	1277	1443	1443	OC1623	7453	1623	1623	0	1277	Savona	1443	Turin	TRUE	FALSE
644	274;1443	TRUE	TRUE	274	1443	1443	CE1553A;CE1560A;CE1565B;CE1566A;CE1586A;TT1604;TT1605;TT1615;TT1618;TT1629;GS1655;GS1662B;GS1663;GS1673	614;898;1790;2071;2724;5124;5370;6495;7044;8236;9121;9471;9717;10353	1673	1553	120	274	Chambéry	1443	Turin	TRUE	TRUE
645	274;1443;1376	FALSE	FALSE	274	1443;1376	1443	LA1597	4247	1597	1597	0	274	Chambéry	1443	Turin	TRUE	TRUE
2677	1086;1443	TRUE	FALSE	1086	1443	1443	FS1747;FS1761	12488;12513	1761	1747	14	1086	Piacenza	1443	Turin	TRUE	FALSE
2954	1236;1443	TRUE	FALSE	1236	1443	1443	CE1552A;CE1650;CE1679	332;8676;11177	1679	1552	127	1236	Saint-Jean-de-Maurienne	1443	Turin	TRUE	TRUE
2872	1181;490;55;798	FALSE	FALSE	1181	490;55;798	490	GM1685	11680	1685	1685	0	1181	Rome	490	Friesland	TRUE	TRUE
917	399;490;943;560	FALSE	FALSE	399	490;943;560	490	DW1577	2457	1577	1577	0	399	Dresden	490	Friesland	TRUE	TRUE
1572	755;490;891	FALSE	FALSE	755	490;891	490	GG1602	4717	1602	1602	0	755	Leipzig	490	Friesland	TRUE	TRUE
1160	481;490;1314;441;1583;370;1586	FALSE	FALSE	481	490;1314;441;1583;370;1586	490	GG1602	4672	1602	1602	0	481	Frankfurt	490	Friesland	TRUE	TRUE
2204	943;490;1357	FALSE	FALSE	943	490;1357	490	GG1602	4782	1602	1602	0	943	Münster	490	Friesland	TRUE	TRUE
731	323;490;1583;369;1586	FALSE	FALSE	323	490;1583;369;1586	490	GG1602	4584	1602	1602	0	323	Cologne	490	Friesland	TRUE	TRUE
1055	438;490;756;1021;319	FALSE	FALSE	438	490;756;1021;319	490	GG1602	4652	1602	1602	0	438	Erfurt	490	Friesland	TRUE	TRUE
847	370;490;1586	FALSE	FALSE	370	490;1586	490	LA1597	3600	1597	1597	0	370	Deventer	490	Friesland	TRUE	FALSE
1299	560;490	FALSE	FALSE	560	490	490	LA1597	3605	1597	1597	0	560	Groningen	490	Friesland	TRUE	FALSE
2918	1181;1269	TRUE	FALSE	1181	1269	1269	GH1563;GH1564A;GH1564B;GH1598A	1105;1386;1523;4337	1598	1563	35	1181	Rome	1269	Santiago Compostella	TRUE	TRUE
2919	1181;1269;832	FALSE	FALSE	1181	1269;832	1269	JW1641	8393	1641	1641	0	1181	Rome	1269	Santiago Compostella	TRUE	TRUE
595	230;1269	FALSE	FALSE	230	1269	1269	OC1623	7796	1623	1623	0	230	Burgos	1269	Santiago Compostella	TRUE	FALSE
1853	833;1269	TRUE	TRUE	833	1269	1269	OC1623;GV1720	7755;12248	1720	1623	97	833	Madrid	1269	Santiago Compostella	TRUE	FALSE
3044	1312;1269	TRUE	FALSE	1312	1269	1269	AM1650;AM1679	8914;11383	1679	1650	29	1312	Seville	1269	Santiago Compostella	TRUE	FALSE
3351	1461;1269	TRUE	TRUE	1461	1269	1269	JV1545;AM1568;AM1605;AM1650;AM1679;GM1684;GM1685;GM1687	63;2255;5557;8890;11359;11653;11759;11857	1687	1545	142	1461	Valencia	1269	Santiago Compostella	TRUE	FALSE
2097	887;1269	TRUE	FALSE	887	1269	1269	OC1616;OC1616;OC1616;OC1623;OC1623;OC1666;OC1666;OC1666;OC1676;OC1676;OC1676	6871;6872;6873;7530;7531;9885;9886;9887;10771;10772;10773	1676	1616	60	887	Milan	1269	Santiago Compostella	TRUE	TRUE
2452	1035;1269	TRUE	TRUE	1035	1269	1269	CE1586A;BR1610	2801;5888	1610	1586	24	1035	Orléans	1269	Santiago Compostella	TRUE	TRUE
1824	832;1269	TRUE	TRUE	832	1269	1269	OC1608;OC1611;OC1616;OC1620;JW1641;OC1666;OC1676	5583;5893;6571;7120;8382;9889;10462	1676	1608	68	832	Madonna Loreto	1269	Santiago Compostella	TRUE	TRUE
1825	832;1269;183;46	TRUE	FALSE	832	1269;183;46	1269	GH1563;GH1564B;GH1598A	1101;1519;4333	1598	1563	35	832	Madonna Loreto	1269	Santiago Compostella	TRUE	TRUE
1710	786;1269	FALSE	FALSE	786	1269	1269	OC1623	7821	1623	1623	0	786	Lisbon	1269	Santiago Compostella	TRUE	TRUE
1711	786;1269;1386	FALSE	FALSE	786	1269;1386	1269	LA1597	4073	1597	1597	0	786	Lisbon	1269	Santiago Compostella	TRUE	TRUE
37	31;1269	FALSE	FALSE	31	1269	1269	JV1545	48	1545	1545	0	31	Alicante	1269	Santiago Compostella	TRUE	FALSE
115	75;1269	TRUE	TRUE	75	1269	1269	LA1597;OC1623	4016;7799	1623	1597	26	75	Astorga	1269	Santiago Compostella	TRUE	FALSE
603	234;1269	FALSE	FALSE	234	1269	1269	JV1545	25	1545	1545	0	234	Cabo Finisterre	1269	Santiago Compostella	FALSE	FALSE
2956	1239;1269	TRUE	TRUE	1239	1269	1269	TT1604;TT1605;TT1615;TT1618;TT1629;GS1655;GS1662B;GS1663;GS1673	5184;5430;6555;7104;8296;9181;9531;9777;10413	1673	1604	69	1239	Saint-Jean-Pied-de-Port	1269	Santiago Compostella	TRUE	TRUE
3523	1497;1269	TRUE	FALSE	1497	1269	1269	AM1568;AM1605;AM1650;AM1679	2272;5574;8907;11376	1679	1568	111	1497	Villefranche-sur-Saone	1269	Santiago Compostella	TRUE	TRUE
2879	1181;709	TRUE	TRUE	1181	709	709	JG1563;RV1576;LA1597;OC1616;OC1623;OC1666;OC1676	1284;2375;3987;6842;7402;9856;10740	1676	1563	113	1181	Rome	709	L'Aquila	TRUE	FALSE
2039	887;709	FALSE	FALSE	887	709	709	RV1576	2395	1576	1576	0	887	Milan	709	L'Aquila	TRUE	FALSE
2279	957;709	FALSE	FALSE	957	709	709	LA1597	3941	1597	1597	0	957	Naples	709	L'Aquila	TRUE	FALSE
2280	957;709;301	FALSE	FALSE	957	709;301	709	GV1720	12079	1720	1720	0	957	Naples	709	L'Aquila	TRUE	FALSE
56	46;709	TRUE	TRUE	46	709	709	TT1604;TT1605;TT1615;TT1618;TT1629;GS1655;GS1662B;GS1663;GS1673	5153;5399;6524;7073;8265;9150;9500;9746;10382	1673	1604	69	46	Ancona	709	L'Aquila	TRUE	FALSE
3099	1346;709;1170	FALSE	FALSE	1346	709;1170	709	LA1597	3998	1597	1597	0	1346	Spoleto	709	L'Aquila	TRUE	FALSE
3311	1453;709	FALSE	FALSE	1453	709	709	LA1597	4011	1597	1597	0	1453	Urbino	709	L'Aquila	TRUE	FALSE
2926	1181;1453	FALSE	FALSE	1181	1453	1453	LA1597	3985	1597	1597	0	1181	Rome	1453	Urbino	TRUE	FALSE
2112	887;1453	TRUE	TRUE	887	1453	1453	OC1608;FS1610B;OC1611;FS1615;OC1616;OC1620;FS1622;OC1623;FS1628;FS1643;FS1649;FS1650;FS1654;FS1658;FS1659;FS1665;OC1666;FS1670;FS1672;FS1675;OC1676;FS1700	5673;5844;5987;6317;6662;7214;7374;7491;8058;8425;8459;8773;8943;9226;9260;9293;9983;10142;10176;10455;10556;11918	1700	1608	92	887	Milan	1453	Urbino	TRUE	FALSE
60	46;1453;453;1075	FALSE	FALSE	46	1453;453;1075	1453	LA1597	3849	1597	1597	0	46	Ancona	1453	Urbino	FALSE	FALSE
1514	709;1453	FALSE	FALSE	709	1453	1453	LA1597	3854	1597	1597	0	709	L'Aquila	1453	Urbino	TRUE	FALSE
2821	1172;1453	FALSE	FALSE	1172	1453	1453	LA1597	3981	1597	1597	0	1172	Rimini	1453	Urbino	TRUE	FALSE
2901	1181;957	TRUE	TRUE	1181	957	957	GK1599A;GK1600;GK1601;GK1602B;TT1604;TT1604;TT1605;TT1605;OC1608;GK1609;FS1610B;OC1611;FS1615;TT1615;TT1615;OC1616;TT1618;TT1618;OC1620;FS1622;OC1623;GK1625;FS1628;TT1629;TT1629;FS1643;FS1649;FS1650;FS1654;GS1655;GS1655;FS1658;FS1659;GS1662B;GS1662B;GS1663;GS1663;FS1665;GK1665;OC1666;FS1670;FS1672;GS1673;GS1673;FS1675;OC1676;CK1678;CK1678;GM1684;GM1684;GM1685;GM1685;GM1687;GK1687;FS1700;GV1720;FS1747;FS1761	4396;4410;4424;4946;5155;5156;5401;5402;5636;5810;5818;5948;6291;6526;6527;6625;7075;7076;7175;7348;7396;8024;8032;8267;8268;8399;8433;8747;8917;9152;9153;9200;9234;9502;9503;9748;9749;9793;9800;9944;10116;10150;10384;10385;10429;10517;10964;10965;11604;11608;11710;11714;11812;11889;11897;12092;12466;12491	1761	1599	162	1181	Rome	957	Naples	TRUE	FALSE
2902	1181;957;145;1394;468;252	FALSE	FALSE	1181	957;145;1394;468;252	957	LA1597	3990	1597	1597	0	1181	Rome	957	Naples	TRUE	FALSE
2903	1181;957;1465;1303	TRUE	TRUE	1181	957;1465;1303	957	SAB1562B;GH1563;GH1564A;GH1564B;GH1598A;OC1608;OC1611;OC1616;OC1620;OC1623;JW1641;FS1649;FS1650;FS1654;FS1658;FS1659;FS1665;OC1666;FS1670;FS1675;OC1676	981;1037;1320;1455;4270;5642;5954;6631;7181;7401;8328;8437;8751;8921;9204;9238;9271;9950;10120;10433;10523	1676	1562	114	1181	Rome	957	Naples	TRUE	FALSE
2904	1181;957;458;252	FALSE	FALSE	1181	957;458;252	957	LA1597;LA1597	3988;3989	1597	1597	0	1181	Rome	957	Naples	TRUE	FALSE
2905	1181;957;883	TRUE	FALSE	1181	957;883	957	GH1563;GH1564A;GH1564B;GH1598A	1036;1319;1454;4269	1598	1563	35	1181	Rome	957	Naples	TRUE	FALSE
1845	833;957	FALSE	FALSE	833	957	957	OC1623	7792	1623	1623	0	833	Madrid	957	Naples	TRUE	TRUE
2072	887;957;5	TRUE	FALSE	887	957;5	957	OC1608;OC1611;OC1616;OC1620;OC1666;OC1676	5720;6034;6709;7261;10030;10603	1676	1608	68	887	Milan	957	Naples	TRUE	FALSE
1599	755;957;1181	FALSE	FALSE	755	957;1181	957	DW1595	2871	1595	1595	0	755	Leipzig	957	Naples	TRUE	TRUE
1790	824;957;1472	FALSE	FALSE	824	957;1472	957	BR1610	5887	1610	1610	0	824	Lyon	957	Naples	TRUE	TRUE
1510	709;957	FALSE	FALSE	709	957	957	RV1576	2376	1576	1576	0	709	L'Aquila	957	Naples	TRUE	FALSE
1511	709;957;252	FALSE	FALSE	709	957;252	957	LA1597	3856	1597	1597	0	709	L'Aquila	957	Naples	TRUE	FALSE
106	57;957	TRUE	TRUE	57	957	957	JG1563;GMA1612;GMA1625	1285;6226;7958	1625	1563	62	57	Aquileia	957	Naples	TRUE	FALSE
2888	1181;832	TRUE	TRUE	1181	832	832	OC1608;FS1610B;OC1611;FS1615;OC1616;OC1620;FS1622;OC1623;FS1628;FS1643;FS1649;FS1650;FS1654;FS1658;FS1659;FS1665;OC1666;FS1670;FS1672;FS1675;OC1676;GM1684;GM1685;GM1687;FS1700;FS1747;FS1761	5631;5823;5943;6296;6620;7170;7353;7382;8037;8404;8438;8752;8922;9205;9239;9272;9939;10121;10155;10434;10512;11607;11713;11811;11901;12470;12495	1761	1608	153	1181	Rome	832	Madonna Loreto	FALSE	FALSE
2889	1181;832;46	TRUE	FALSE	1181	832;46	832	GH1563;GH1564A;GH1564B;GH1598A	1103;1384;1521;4335	1598	1563	35	1181	Rome	832	Madonna Loreto	FALSE	FALSE
312	111;832	FALSE	FALSE	111	832	832	OC1623	7759	1623	1623	0	111	Barcelona	832	Madonna Loreto	TRUE	TRUE
2052	887;832	TRUE	FALSE	887	832	832	OC1608;OC1611;OC1616;OC1620;OC1666;OC1676	5616;5928;6605;7155;9924;10497	1676	1608	68	887	Milan	832	Madonna Loreto	TRUE	FALSE
3410	1472;832	TRUE	FALSE	1472	832	832	GK1599A;GK1600;GK1601;GK1602B;GK1609;GK1665;GK1687	4390;4404;4418;4940;5804;9794;11883	1687	1599	88	1472	Venice	832	Madonna Loreto	TRUE	FALSE
3411	1472;832;1051;461;183;1172;1075;1320;46	FALSE	FALSE	1472	832;1051;461;183;1172;1075;1320;46	832	GV1720	12120	1720	1720	0	1472	Venice	832	Madonna Loreto	TRUE	FALSE
1782	824;832;1472	FALSE	FALSE	824	832;1472	832	BR1610	5864	1610	1610	0	824	Lyon	832	Madonna Loreto	TRUE	TRUE
3266	1443;832	FALSE	FALSE	1443	832	832	BR1610	5865	1610	1610	0	1443	Turin	832	Madonna Loreto	TRUE	FALSE
2754	1145;832	FALSE	FALSE	1145	832	832	BR1610	5883	1610	1610	0	1145	Recanati	832	Madonna Loreto	TRUE	FALSE
2862	1181;466	TRUE	TRUE	1181	466	466	LA1597;OC1608;OC1611;OC1616;OC1620;OC1623;OC1666;OC1676;GM1684;GM1684;GM1685;GM1685;GM1687;FS1700;GV1720;FS1747;FS1761	3983;5701;6015;6690;7242;7407;10011;10584;11602;11609;11708;11715;11813;11902;12088;12471;12496	1761	1597	164	1181	Rome	466	Florence	TRUE	FALSE
2863	1181;466;1037;1458	TRUE	TRUE	1181	466;1037;1458	466	SAB1562B;JW1641	978;8325	1641	1562	79	1181	Rome	466	Florence	TRUE	FALSE
2864	1181;466;1048;1458	TRUE	FALSE	1181	466;1048;1458	466	GH1563;GH1564A;GH1564B;GH1598A	1034;1317;1452;4267	1598	1563	35	1181	Rome	466	Florence	TRUE	FALSE
2865	1181;466;1074	TRUE	FALSE	1181	466;1074	466	FS1700;FS1747;FS1761	11915;12484;12509	1761	1700	61	1181	Rome	466	Florence	TRUE	FALSE
2866	1181;466;1315	TRUE	FALSE	1181	466;1315	466	GH1563;GH1564A;GH1564B	1106;1387;1524	1564	1563	1	1181	Rome	466	Florence	TRUE	FALSE
2867	1181;466;1458;1037	TRUE	TRUE	1181	466;1458;1037	466	OC1608;OC1611;OC1616;OC1620;FS1649;FS1650;FS1654;FS1658;FS1659;FS1665;OC1666;FS1670;FS1672;FS1675;OC1676	5632;5944;6621;7171;8440;8754;8924;9207;9241;9274;9940;10123;10157;10436;10513	1676	1608	68	1181	Rome	466	Florence	TRUE	FALSE
2868	1181;466;1458;1048	TRUE	FALSE	1181	466;1458;1048	466	FS1610B;FS1615;FS1622;FS1628;FS1643	5825;6298;7355;8039;8406	1643	1610	33	1181	Rome	466	Florence	TRUE	FALSE
2869	1181;466;467;1073;1458	FALSE	FALSE	1181	466;467;1073;1458	466	JW1641	8326	1641	1641	0	1181	Rome	466	Florence	TRUE	FALSE
2870	1181;466;467;1074;1458	TRUE	TRUE	1181	466;467;1074;1458	466	SAB1562B;GH1563;GH1564A;GH1564B;GH1598A	979;1035;1318;1453;4268	1598	1562	36	1181	Rome	466	Florence	TRUE	FALSE
2022	887;466;1108	TRUE	FALSE	887	466;1108	466	OC1608;OC1611;OC1616;OC1620;OC1623;OC1666;OC1676	5685;5999;6674;7226;7492;9995;10568	1676	1608	68	887	Milan	466	Florence	TRUE	FALSE
1099	461;466	FALSE	FALSE	461	466	466	OC1623	7426	1623	1623	0	461	Ferrara	466	Florence	TRUE	FALSE
1747	804;466	TRUE	TRUE	804	466	466	TT1604;TT1605;TT1615;TT1618;TT1629;GS1655;GS1662B;GS1663;GS1673	5134;5380;6505;7054;8246;9131;9481;9727;10363	1673	1604	69	804	Lucca	466	Florence	FALSE	FALSE
432	183;466	TRUE	TRUE	183	466	466	LA1597;GK1599A;GK1600;GK1601;GK1602B;GK1609;GK1665;GK1687	3868;4393;4407;4421;4943;5807;9797;11886	1687	1597	90	183	Bologna	466	Florence	TRUE	FALSE
