Edge_ID	Route_ID	Source	Target	Seq_Idx	Comb_Route	Edge_Type_Last_Date	Edge_Type_First_Date	Duration
1	1	1	234	0	1;234	1545	1545	0
3	2	3	984	0	3;1035;70;162;984	1720	1720	0
4	2	3	1035	1	3;1035;70;162;984	1720	1720	0
5	2	1035	70	2	3;1035;70;162;984	1720	1720	0
6	2	70	162	3	3;1035;70;162;984	1720	1720	0
7	2	162	984	4	3;1035;70;162;984	1720	1720	0
10	3	6	323	0	6;323	1597	1597	0
11	4	6	323	0	6;781;264;323	1597	1597	0
12	4	6	781	1	6;781;264;323	1597	1597	0
13	4	781	264	2	6;781;264;323	1597	1597	0
14	4	264	323	3	6;781;264;323	1597	1597	0
107	5	6	410	0	6;410	1597	1597	0
110	6	6	572	0	6;572	1597	1597	0
120	7	6	770	0	6;770	1597	1597	0
131	8	6	774	0	6;774	1597	1597	0
134	9	6	825	0	6;524;825	1597	1597	0
135	9	6	524	1	6;524;825	1597	1597	0
136	9	524	825	2	6;524;825	1597	1597	0
143	10	6	826	0	6;826	1602	1597	5
161	11	6	978	0	6;978	1597	1597	0
164	12	6	1284	0	6;1284	1597	1597	0
171	13	6	1341	0	6;1341	1597	1597	0
172	14	11	104	0	11;104	1673	1604	69
182	15	11	134	0	11;134	1553	1553	0
183	16	11	134	0	11;187;134	1679	1560	119
184	16	11	187	1	11;187;134	1679	1560	119
185	16	187	134	2	11;187;134	1679	1560	119
186	17	11	134	0	11;362;134	1597	1597	0
187	17	11	362	1	11;362;134	1597	1597	0
188	17	362	134	2	11;362;134	1597	1597	0
189	18	11	134	0	11;967;134	1679	1552	127
190	18	11	967	1	11;967;134	1679	1552	127
191	18	967	134	2	11;967;134	1679	1552	127
202	19	11	187	0	11;187	1597	1597	0
220	20	11	776	0	11;169;776	1597	1597	0
221	20	11	169	1	11;169;776	1597	1597	0
222	20	169	776	2	11;169;776	1597	1597	0
242	21	11	967	0	11;967	1679	1552	127
243	22	11	1421	0	11;1421	1597	1597	0
290	23	16	338	0	16;338	1679	1552	127
291	24	18	977	0	18;487;977	1720	1720	0
292	24	18	487	1	18;487;977	1720	1720	0
293	24	487	977	2	18;487;977	1720	1720	0
304	25	18	1420	0	18;1420	1720	1720	0
306	26	24	786	0	24;786	1545	1545	0
337	27	29	1156	0	29;1156	1553	1553	0
338	28	29	1156	0	29;1508;1156	1679	1552	127
339	28	29	1508	1	29;1508;1156	1679	1552	127
340	28	1508	1156	2	29;1508;1156	1679	1552	127
351	29	29	1508	0	29;1508	1679	1552	127
363	30	30	462	0	30;462	1720	1720	0
372	31	30	514	0	30;514	1676	1608	68
373	32	30	514	0	30;1006;514	1720	1720	0
374	32	30	1006	1	30;1006;514	1720	1720	0
375	32	1006	514	2	30;1006;514	1720	1720	0
470	33	30	1443	0	30;74;1443	1720	1720	0
471	33	30	74	1	30;74;1443	1720	1720	0
472	33	74	1443	2	30;74;1443	1720	1720	0
516	34	31	307	0	31;307	1679	1545	134
517	35	31	307	0	31;302;307	1597	1597	0
518	35	31	302	1	31;302;307	1597	1597	0
519	35	302	307	2	31;302;307	1597	1597	0
522	36	31	1033	0	31;1033	1679	1545	134
523	37	31	1269	0	31;1269	1545	1545	0
547	38	34	1406	0	34;1406	1545	1545	0
568	39	39	1580	0	39;1580	1563	1563	0
569	40	43	289	0	43;289	1586	1553	33
571	41	43	710	0	43;710	1679	1552	127
573	42	43	1213	0	43;1213	1610	1610	0
574	43	43	1425	0	43;1425	1679	1552	127
597	44	44	3	0	44;3	1678	1604	74
598	45	44	70	0	44;70	1678	1597	81
604	46	44	162	0	44;162	1679	1552	127
605	47	44	240	0	44;240	1678	1678	0
606	48	44	240	0	44;192;240	1673	1604	69
607	48	44	192	1	44;192;240	1673	1604	69
608	48	192	240	2	44;192;240	1673	1604	69
615	49	44	773	0	44;162;126;773	1597	1597	0
616	49	44	162	1	44;162;126;773	1597	1597	0
617	49	162	126	2	44;162;126;773	1597	1597	0
618	49	126	773	3	44;162;126;773	1597	1597	0
629	50	44	908	0	44;908	1597	1597	0
630	51	44	917	0	44;917	1720	1720	0
631	52	44	1058	0	44;313;822;1058	1597	1597	0
632	52	44	313	1	44;313;822;1058	1597	1597	0
633	52	313	822	2	44;313;822;1058	1597	1597	0
634	52	822	1058	3	44;313;822;1058	1597	1597	0
789	53	44	1244	0	44;1035;17;1244	1720	1720	0
790	53	44	1035	1	44;1035;17;1244	1720	1720	0
791	53	1035	17	2	44;1035;17;1244	1720	1720	0
792	53	17	1244	3	44;1035;17;1244	1720	1720	0
793	54	44	1398	0	44;1398	1678	1604	74
795	55	45	1455	0	45;1455	1597	1597	0
804	56	46	709	0	46;709	1673	1604	69
815	57	46	1074	0	46;1074	1597	1597	0
831	58	46	1172	0	46;1172	1597	1597	0
835	59	46	1181	0	46;1181	1678	1604	74
992	60	46	1453	0	46;453;1075;1453	1597	1597	0
993	60	46	453	1	46;453;1075;1453	1597	1597	0
994	60	453	1075	2	46;453;1075;1453	1597	1597	0
995	60	1075	1453	3	46;453;1075;1453	1597	1597	0
1000	61	46	1472	0	46;1472	1625	1563	62
1087	62	49	210	0	49;210	1553	1553	0
1088	63	49	210	0	49;953;210	1679	1552	127
1089	63	49	953	1	49;953;210	1679	1552	127
1090	63	953	210	2	49;953;210	1679	1552	127
1096	64	49	750	0	49;750	1678	1678	0
1106	65	49	953	0	49;953	1679	1552	127
1121	66	49	1165	0	49;1165	1597	1597	0
1123	67	49	1220	0	49;1220	1553	1553	0
1124	68	49	1220	0	49;953;1220	1679	1552	127
1125	68	49	953	1	49;953;1220	1679	1552	127
1126	68	953	1220	2	49;953;1220	1679	1552	127
575	69	49	1425	0	49;1275;740;1425	1597	1597	0
576	69	49	1275	1	49;1275;740;1425	1597	1597	0
577	69	1275	740	2	49;1275;740;1425	1597	1597	0
578	69	740	1425	3	49;1275;740;1425	1597	1597	0
1127	70	51	285	0	51;285	1679	1552	127
1128	71	51	329	0	51;329	1679	1552	127
1129	72	51	330	0	51;330	1597	1597	0
1130	73	51	627	0	51;627	1679	1553	126
1133	74	51	724	0	51;724	1679	1552	127
1137	75	51	1099	0	51;1198;1509;1099	1597	1597	0
1138	75	51	1198	1	51;1198;1509;1099	1597	1597	0
1139	75	1198	1509	2	51;1198;1509;1099	1597	1597	0
1140	75	1509	1099	3	51;1198;1509;1099	1597	1597	0
1162	76	51	1178	0	51;1178	1597	1597	0
1163	77	53	110	0	53;110	1623	1623	0
1164	78	54	18	0	54;18	1687	1684	3
294	79	54	977	0	54;977	1679	1552	127
1168	80	55	2	0	55;363;2	1597	1597	0
1169	80	55	363	1	55;363;2	1597	1597	0
1170	80	363	2	2	55;363;2	1597	1597	0
1171	81	55	77	0	55;77	1680	1604	76
1273	82	55	167	0	55;167	1625	1612	13
1278	83	55	204	0	55;204	1597	1597	0
1279	84	55	221	0	55;221	1623	1597	26
1281	85	55	222	0	55;865;1490;222	1597	1597	0
1282	85	55	865	1	55;865;1490;222	1597	1597	0
1283	85	865	1490	2	55;865;1490;222	1597	1597	0
1284	85	1490	222	3	55;865;1490;222	1597	1597	0
609	86	55	240	0	55;240	1623	1623	0
15	87	55	323	0	55;323	1680	1604	76
1355	88	55	398	0	55;398	1576	1576	0
1362	89	55	409	0	55;409	1623	1623	0
1372	90	55	436	0	55;436	1597	1597	0
1373	91	55	481	0	55;481	1680	1680	0
1374	92	55	481	0	55;861;481	1673	1604	69
1375	92	55	861	1	55;861;481	1673	1604	69
1376	92	861	481	2	55;861;481	1673	1604	69
1473	93	55	519	0	55;519	1597	1597	0
1480	94	55	616	0	55;204;616	1720	1720	0
1481	94	55	204	1	55;204;616	1720	1720	0
1482	94	204	616	2	55;204;616	1720	1720	0
1486	95	55	798	0	55;798	1676	1563	113
137	96	55	825	0	55;825	1597	1597	0
144	97	55	826	0	55;826	1597	1597	0
1541	98	55	885	0	55;885	1673	1604	69
1566	99	55	950	0	55;950	1676	1616	60
1595	100	55	1021	0	55;1021	1625	1563	62
1597	101	55	1041	0	55;1041	1576	1576	0
635	102	55	1058	0	55;1058	1595	1595	0
1607	103	55	1179	0	55;614;1179	1597	1597	0
1608	103	55	614	1	55;614;1179	1597	1597	0
1609	103	614	1179	2	55;614;1179	1597	1597	0
1618	104	56	897	0	56;897	1676	1608	68
1620	105	57	46	0	57;46	1625	1563	62
1638	106	57	957	0	57;957	1625	1563	62
1671	107	58	230	0	58;230	1545	1545	0
1688	108	63	1436	0	63;61;1436	1720	1720	0
1689	108	63	61	1	63;61;1436	1720	1720	0
1690	108	61	1436	2	63;61;1436	1720	1720	0
1691	109	64	1463	0	64;1463	1676	1562	114
1702	110	66	971	0	66;971	1602	1602	0
796	111	67	1455	0	67;1515;1165;1455	1597	1597	0
797	111	67	1515	1	67;1515;1165;1455	1597	1597	0
798	111	1515	1165	2	67;1515;1165;1455	1597	1597	0
799	111	1165	1455	3	67;1515;1165;1455	1597	1597	0
1703	112	75	759	0	75;759	1597	1597	0
1715	113	75	868	0	75;868	1597	1597	0
1731	114	75	1048	0	75;1048	1676	1608	68
524	115	75	1269	0	75;1269	1623	1597	26
1732	116	77	45	0	77;45	1680	1680	0
1750	117	77	55	0	77;55	1625	1563	62
1845	118	77	90	0	77;90	1602	1597	5
1846	119	77	90	0	77;508;537;442;90	1597	1597	0
1847	119	77	508	1	77;508;537;442;90	1597	1597	0
1848	119	508	537	2	77;508;537;442;90	1597	1597	0
1849	119	537	442	3	77;508;537;442;90	1597	1597	0
1850	119	442	90	4	77;508;537;442;90	1597	1597	0
1873	120	77	102	0	77;102	1625	1612	13
1874	121	77	120	0	77;120	1676	1602	74
1875	122	77	120	0	77;1279;120	1729	1709	20
1876	122	77	1279	1	77;1279;120	1729	1709	20
1877	122	1279	120	2	77;1279;120	1729	1709	20
1910	123	77	158	0	77;158	1729	1604	125
1911	124	77	158	0	77;1469;1279;99;158	1597	1597	0
1912	124	77	1469	1	77;1469;1279;99;158	1597	1597	0
1913	124	1469	1279	2	77;1469;1279;99;158	1597	1597	0
1914	124	1279	99	3	77;1469;1279;99;158	1597	1597	0
1915	124	99	158	4	77;1469;1279;99;158	1597	1597	0
1927	125	77	160	0	77;120;876;697;1279;120;916;160	1680	1680	0
1928	125	77	120	1	77;120;876;697;1279;120;916;160	1680	1680	0
1929	125	120	876	2	77;120;876;697;1279;120;916;160	1680	1680	0
1930	125	876	697	3	77;120;876;697;1279;120;916;160	1680	1680	0
1931	125	697	1279	4	77;120;876;697;1279;120;916;160	1680	1680	0
1932	125	1279	120	5	77;120;876;697;1279;120;916;160	1680	1680	0
1933	125	120	916	6	77;120;876;697;1279;120;916;160	1680	1680	0
1934	125	916	160	7	77;120;876;697;1279;120;916;160	1680	1680	0
1945	126	77	201	0	77;541;201	1680	1678	2
1946	126	77	541	1	77;541;201	1680	1678	2
1947	126	541	201	2	77;541;201	1680	1678	2
1948	127	77	201	0	77;964;201	1625	1612	13
1949	127	77	964	1	77;964;201	1625	1612	13
1950	127	964	201	2	77;964;201	1625	1612	13
2009	128	77	206	0	77;1563;492;620;672;206	1678	1678	0
2010	128	77	1563	1	77;1563;492;620;672;206	1678	1678	0
2011	128	1563	492	2	77;1563;492;620;672;206	1678	1678	0
2012	128	492	620	3	77;1563;492;620;672;206	1678	1678	0
2013	128	620	672	4	77;1563;492;620;672;206	1678	1678	0
2014	128	672	206	5	77;1563;492;620;672;206	1678	1678	0
2015	129	77	206	0	77;492;620;672;206	1680	1680	0
2016	129	77	492	1	77;492;620;672;206	1680	1680	0
2017	129	492	620	2	77;492;620;672;206	1680	1680	0
2018	129	620	672	3	77;492;620;672;206	1680	1680	0
2019	129	672	206	4	77;492;620;672;206	1680	1680	0
2045	130	77	305	0	77;305	1597	1597	0
2046	131	77	305	0	77;674;456;305	1602	1602	0
2047	131	77	674	1	77;674;456;305	1602	1602	0
2048	131	674	456	2	77;674;456;305	1602	1602	0
2049	131	456	305	3	77;674;456;305	1602	1602	0
2050	132	77	305	0	77;876;778;305	1602	1597	5
2051	132	77	876	1	77;876;778;305	1602	1597	5
2052	132	876	778	2	77;876;778;305	1602	1597	5
2053	132	778	305	3	77;876;778;305	1602	1597	5
16	133	77	323	0	77;323	1676	1608	68
17	134	77	323	0	77;481;323	1680	1678	2
18	134	77	481	1	77;481;323	1680	1678	2
19	134	481	323	2	77;481;323	1680	1678	2
2085	135	77	373	0	77;373	1602	1602	0
2086	136	77	399	0	77;399	1676	1616	60
2087	137	77	399	0	77;415;1585;295;483;399	1678	1678	0
2088	137	77	415	1	77;415;1585;295;483;399	1678	1678	0
2089	137	415	1585	2	77;415;1585;295;483;399	1678	1678	0
2090	137	1585	295	3	77;415;1585;295;483;399	1678	1678	0
2091	137	295	483	4	77;415;1585;295;483;399	1678	1678	0
2092	137	483	399	5	77;415;1585;295;483;399	1678	1678	0
2171	138	77	411	0	77;1440;411	1729	1709	20
2172	138	77	1440	1	77;1440;411	1729	1709	20
2173	138	1440	411	2	77;1440;411	1729	1709	20
2174	139	77	416	0	77;975;416	1563	1563	0
2175	139	77	975	1	77;975;416	1563	1563	0
2176	139	975	416	2	77;975;416	1563	1563	0
2177	140	77	438	0	77;438	1563	1563	0
2231	141	77	461	0	77;461	1576	1563	13
2232	142	77	461	0	77;649;1429;461	1625	1612	13
2233	142	77	649	1	77;649;1429;461	1625	1612	13
2234	142	649	1429	2	77;649;1429;461	1625	1612	13
2235	142	1429	461	3	77;649;1429;461	1625	1612	13
2253	143	77	479	0	77;602;1343;1559;1584;800;479	1625	1625	0
2254	143	77	602	1	77;602;1343;1559;1584;800;479	1625	1625	0
2255	143	602	1343	2	77;602;1343;1559;1584;800;479	1625	1625	0
2256	143	1343	1559	3	77;602;1343;1559;1584;800;479	1625	1625	0
2257	143	1559	1584	4	77;602;1343;1559;1584;800;479	1625	1625	0
2258	143	1584	800	5	77;602;1343;1559;1584;800;479	1625	1625	0
2259	143	800	479	6	77;602;1343;1559;1584;800;479	1625	1625	0
1377	144	77	481	0	77;481	1680	1563	117
1378	145	77	481	0	77;380;857;481	1597	1597	0
1379	145	77	380	1	77;380;857;481	1597	1597	0
1380	145	380	857	2	77;380;857;481	1597	1597	0
1381	145	857	481	3	77;380;857;481	1597	1597	0
1382	146	77	481	0	77;479;481	1625	1576	49
1383	146	77	479	1	77;479;481	1625	1576	49
1384	146	479	481	2	77;479;481	1625	1576	49
1385	147	77	481	0	77;602;481	1625	1576	49
1386	147	77	602	1	77;602;481	1625	1576	49
1387	147	602	481	2	77;602;481	1625	1576	49
2260	148	77	482	0	77;399;482	1602	1602	0
2261	148	77	399	1	77;399;482	1602	1602	0
2262	148	399	482	2	77;399;482	1602	1602	0
2263	149	77	482	0	77;646;41;294;874;482	1602	1602	0
2264	149	77	646	1	77;646;41;294;874;482	1602	1602	0
2265	149	646	41	2	77;646;41;294;874;482	1602	1602	0
2266	149	41	294	3	77;646;41;294;874;482	1602	1602	0
2267	149	294	874	4	77;646;41;294;874;482	1602	1602	0
2268	149	874	482	5	77;646;41;294;874;482	1602	1602	0
2269	150	77	482	0	77;646;41;415;874;482	1680	1680	0
2270	150	77	646	1	77;646;41;415;874;482	1680	1680	0
2271	150	646	41	2	77;646;41;415;874;482	1680	1680	0
2272	150	41	415	3	77;646;41;415;874;482	1680	1680	0
2273	150	415	874	4	77;646;41;415;874;482	1680	1680	0
2274	150	874	482	5	77;646;41;415;874;482	1680	1680	0
2298	151	77	505	0	77;505	1680	1625	55
2321	152	77	512	0	77;1279;158;483;512	1602	1602	0
2322	152	77	1279	1	77;1279;158;483;512	1602	1602	0
2323	152	1279	158	2	77;1279;158;483;512	1602	1602	0
2324	152	158	483	3	77;1279;158;483;512	1602	1602	0
2325	152	483	512	4	77;1279;158;483;512	1602	1602	0
2326	153	77	512	0	77;158;512	1680	1680	0
2327	153	77	158	1	77;158;512	1680	1680	0
2328	153	158	512	2	77;158;512	1680	1680	0
376	154	77	514	0	77;514	1576	1576	0
377	155	77	514	0	77;887;514	1612	1563	49
378	155	77	887	1	77;887;514	1612	1563	49
379	155	887	514	2	77;887;514	1612	1563	49
2390	156	77	553	0	77;553	1680	1563	117
2391	157	77	553	0	77;941;1254;553	1625	1576	49
2392	157	77	941	1	77;941;1254;553	1625	1576	49
2393	157	941	1254	2	77;941;1254;553	1625	1576	49
2394	157	1254	553	3	77;941;1254;553	1625	1576	49
2421	158	77	579	0	77;779;579	1680	1680	0
2422	158	77	779	1	77;779;579	1680	1680	0
2423	158	779	579	2	77;779;579	1680	1680	0
2424	159	77	580	0	77;580	1602	1602	0
2432	160	77	583	0	77;417;419;619;583	1602	1602	0
2433	160	77	417	1	77;417;419;619;583	1602	1602	0
2434	160	417	419	2	77;417;419;619;583	1602	1602	0
2435	160	419	619	3	77;417;419;619;583	1602	1602	0
2436	160	619	583	4	77;417;419;619;583	1602	1602	0
2502	161	77	602	0	77;389;583;996;424;580;602	1597	1597	0
2503	161	77	389	1	77;389;583;996;424;580;602	1597	1597	0
2504	161	389	583	2	77;389;583;996;424;580;602	1597	1597	0
2505	161	583	996	3	77;389;583;996;424;580;602	1597	1597	0
2506	161	996	424	4	77;389;583;996;424;580;602	1597	1597	0
2507	161	424	580	5	77;389;583;996;424;580;602	1597	1597	0
2508	161	580	602	6	77;389;583;996;424;580;602	1597	1597	0
2541	162	77	603	0	77;603	1680	1563	117
2542	163	77	603	0	77;747;520;532;1291;1546;603	1597	1597	0
2543	163	77	747	1	77;747;520;532;1291;1546;603	1597	1597	0
2544	163	747	520	2	77;747;520;532;1291;1546;603	1597	1597	0
2545	163	520	532	3	77;747;520;532;1291;1546;603	1597	1597	0
2546	163	532	1291	4	77;747;520;532;1291;1546;603	1597	1597	0
2547	163	1291	1546	5	77;747;520;532;1291;1546;603	1597	1597	0
2548	163	1546	603	6	77;747;520;532;1291;1546;603	1597	1597	0
2550	164	77	636	0	77;636	1602	1602	0
2552	165	77	649	0	77;649	1563	1563	0
2553	166	77	649	0	77;736;1290;649	1597	1597	0
2554	166	77	736	1	77;736;1290;649	1597	1597	0
2555	166	736	1290	2	77;736;1290;649	1597	1597	0
2556	166	1290	649	3	77;736;1290;649	1597	1597	0
2557	167	77	649	0	77;876;649	1720	1720	0
2558	167	77	876	1	77;876;649	1720	1720	0
2559	167	876	649	2	77;876;649	1720	1720	0
2601	168	77	665	0	77;665	1680	1680	0
2629	169	77	692	0	77;692	1625	1563	62
2630	170	77	697	0	77;697	1676	1616	60
2631	171	77	697	0	77;1562;1149;870;697	1597	1597	0
2632	171	77	1562	1	77;1562;1149;870;697	1597	1597	0
2633	171	1562	1149	2	77;1562;1149;870;697	1597	1597	0
2634	171	1149	870	3	77;1562;1149;870;697	1597	1597	0
2635	171	870	697	4	77;1562;1149;870;697	1597	1597	0
2664	172	77	699	0	77;699	1680	1680	0
2665	173	77	699	0	77;486;737;1061;1027;699	1602	1602	0
2666	173	77	486	1	77;486;737;1061;1027;699	1602	1602	0
2667	173	486	737	2	77;486;737;1061;1027;699	1602	1602	0
2668	173	737	1061	3	77;486;737;1061;1027;699	1602	1602	0
2669	173	1061	1027	4	77;486;737;1061;1027;699	1602	1602	0
2670	173	1027	699	5	77;486;737;1061;1027;699	1602	1602	0
2697	174	77	737	0	77;737	1563	1563	0
2701	175	77	739	0	77;739	1602	1602	0
2702	176	77	755	0	77;1011;755	1563	1563	0
2703	176	77	1011	1	77;1011;755	1563	1563	0
2704	176	1011	755	2	77;1011;755	1563	1563	0
132	177	77	774	0	77;774	1602	1602	0
2788	178	77	778	0	77;876;1350;778	1676	1616	60
2789	178	77	876	1	77;876;1350;778	1676	1616	60
2790	178	876	1350	2	77;876;1350;778	1676	1616	60
2791	178	1350	778	3	77;876;1350;778	1676	1616	60
2799	179	77	783	0	77;486;737;1282;1082;783	1597	1597	0
2800	179	77	486	1	77;486;737;1282;1082;783	1597	1597	0
2801	179	486	737	2	77;486;737;1282;1082;783	1597	1597	0
2802	179	737	1282	3	77;486;737;1282;1082;783	1597	1597	0
2803	179	1282	1082	4	77;486;737;1282;1082;783	1597	1597	0
2804	179	1082	783	5	77;486;737;1282;1082;783	1597	1597	0
2805	180	77	783	0	77;737;1061;783	1678	1678	0
2806	180	77	737	1	77;737;1061;783	1678	1678	0
2807	180	737	1061	2	77;737;1061;783	1678	1678	0
2808	180	1061	783	3	77;737;1061;783	1678	1678	0
2819	181	77	800	0	77;1368;800	1625	1625	0
2820	181	77	1368	1	77;1368;800	1625	1625	0
2821	181	1368	800	2	77;1368;800	1625	1625	0
2822	182	77	800	0	77;479;602;1343;1559;800	1612	1612	0
2823	182	77	479	1	77;479;602;1343;1559;800	1612	1612	0
2824	182	479	602	2	77;479;602;1343;1559;800	1612	1612	0
2825	182	602	1343	3	77;479;602;1343;1559;800	1612	1612	0
2826	182	1343	1559	4	77;479;602;1343;1559;800	1612	1612	0
2827	182	1559	800	5	77;479;602;1343;1559;800	1612	1612	0
2830	183	77	802	0	77;156;802	1563	1563	0
2831	183	77	156	1	77;156;802	1563	1563	0
2832	183	156	802	2	77;156;802	1563	1563	0
2833	184	77	802	0	77;201;811;802	1680	1680	0
2834	184	77	201	1	77;201;811;802	1680	1680	0
2835	184	201	811	2	77;201;811;802	1680	1680	0
2836	184	811	802	3	77;201;811;802	1680	1680	0
2837	185	77	802	0	77;438;201;802	1576	1576	0
2838	185	77	438	1	77;438;201;802	1576	1576	0
2839	185	438	201	2	77;438;201;802	1576	1576	0
2840	185	201	802	3	77;438;201;802	1576	1576	0
2841	186	77	802	0	77;438;578;802	1678	1678	0
2842	186	77	438	1	77;438;578;802	1678	1678	0
2843	186	438	578	2	77;438;578;802	1678	1678	0
2844	186	578	802	3	77;438;578;802	1678	1678	0
2875	187	77	805	0	77;1581;805	1680	1680	0
2876	187	77	1581	1	77;1581;805	1680	1680	0
2877	187	1581	805	2	77;1581;805	1680	1680	0
2878	188	77	805	0	77;697;1581;805	1602	1602	0
2879	188	77	697	1	77;697;1581;805	1602	1602	0
2880	188	697	1581	2	77;697;1581;805	1602	1602	0
2881	188	1581	805	3	77;697;1581;805	1602	1602	0
2886	189	77	807	0	77;807	1602	1602	0
2888	190	77	824	0	77;824	1625	1563	62
3001	191	77	833	0	77;824;833	1625	1576	49
3002	191	77	824	1	77;824;833	1625	1576	49
3003	191	824	833	2	77;824;833	1625	1576	49
3123	192	77	834	0	77;834	1680	1680	0
3156	193	77	835	0	77;835	1602	1602	0
3157	194	77	835	0	77;481;835	1602	1602	0
3158	194	77	481	1	77;481;835	1602	1602	0
3159	194	481	835	2	77;481;835	1602	1602	0
3178	195	77	887	0	77;514;887	1625	1625	0
3179	195	77	514	1	77;514;887	1625	1625	0
3180	195	514	887	2	77;514;887	1625	1625	0
3287	196	77	941	0	77;941	1676	1597	79
3311	197	77	943	0	77;1021;943	1563	1563	0
3312	197	77	1021	1	77;1021;943	1563	1563	0
3313	197	1021	943	2	77;1021;943	1563	1563	0
1567	198	77	950	0	77;950	1602	1602	0
3362	199	77	951	0	77;951	1623	1623	0
3378	200	77	975	0	77;416;1011;975	1625	1612	13
3379	200	77	416	1	77;416;1011;975	1625	1612	13
3380	200	416	1011	2	77;416;1011;975	1625	1612	13
3381	200	1011	975	3	77;416;1011;975	1625	1612	13
3384	201	77	996	0	77;996	1623	1623	0
3388	202	77	1011	0	77;1011	1680	1576	104
3389	203	77	1011	0	77;1525;1011	1597	1597	0
3390	203	77	1525	1	77;1525;1011	1597	1597	0
3391	203	1525	1011	2	77;1525;1011	1597	1597	0
3392	204	77	1011	0	77;389;1011	1720	1720	0
3393	204	77	389	1	77;389;1011	1720	1720	0
3394	204	389	1011	2	77;389;1011	1720	1720	0
3395	205	77	1011	0	77;970;416;1011	1576	1576	0
3396	205	77	970	1	77;970;416;1011	1576	1576	0
3397	205	970	416	2	77;970;416;1011	1576	1576	0
3398	205	416	1011	3	77;970;416;1011	1576	1576	0
3467	206	77	1016	0	77;1016	1602	1602	0
636	207	77	1058	0	77;1449;1368;951;1058	1680	1680	0
637	207	77	1449	1	77;1449;1368;951;1058	1680	1680	0
638	207	1449	1368	2	77;1449;1368;951;1058	1680	1680	0
639	207	1368	951	3	77;1449;1368;951;1058	1680	1680	0
640	207	951	1058	4	77;1449;1368;951;1058	1680	1680	0
3468	208	77	1119	0	77;1119	1680	1604	76
3469	209	77	1119	0	77;1149;1119	1625	1563	62
3470	209	77	1149	1	77;1149;1119	1625	1563	62
3471	209	1149	1119	2	77;1149;1119	1625	1563	62
3542	210	77	1149	0	77;1149	1680	1602	78
3543	211	77	1149	0	77;507;1149	1720	1720	0
3544	211	77	507	1	77;507;1149	1720	1720	0
3545	211	507	1149	2	77;507;1149	1720	1720	0
3546	212	77	1149	0	77;737;1149	1625	1576	49
3547	212	77	737	1	77;737;1149	1625	1576	49
3548	212	737	1149	2	77;737;1149	1625	1576	49
3549	213	77	1149	0	77;976;4;1149	1597	1597	0
3550	213	77	976	1	77;976;4;1149	1597	1597	0
3551	213	976	4	2	77;976;4;1149	1597	1597	0
3552	213	4	1149	3	77;976;4;1149	1597	1597	0
3587	214	77	1164	0	77;1164	1623	1623	0
836	215	77	1181	0	77;736;466;184;1429;1472;1181	1680	1680	0
837	215	77	736	1	77;736;466;184;1429;1472;1181	1680	1680	0
838	215	736	466	2	77;736;466;184;1429;1472;1181	1680	1680	0
839	215	466	184	3	77;736;466;184;1429;1472;1181	1680	1680	0
840	215	184	1429	4	77;736;466;184;1429;1472;1181	1680	1680	0
841	215	1429	1472	5	77;736;466;184;1429;1472;1181	1680	1680	0
842	215	1472	1181	6	77;736;466;184;1429;1472;1181	1680	1680	0
3589	216	77	1254	0	77;1254	1673	1604	69
3590	217	77	1254	0	77;941;1254	1680	1563	117
3591	217	77	941	1	77;941;1254	1680	1563	117
3592	217	941	1254	2	77;941;1254	1680	1563	117
3626	218	77	1292	0	77;1292	1680	1680	0
3628	219	77	1297	0	77;1297	1602	1602	0
3629	220	77	1321	0	77;1350;1321	1602	1602	0
3630	220	77	1350	1	77;1350;1321	1602	1602	0
3631	220	1350	1321	2	77;1350;1321	1602	1602	0
3635	221	77	1344	0	77;1344	1602	1602	0
3637	222	77	1350	0	77;778;1350	1729	1680	49
3638	222	77	778	1	77;778;1350	1729	1680	49
3639	222	778	1350	2	77;778;1350	1729	1680	49
3640	223	77	1368	0	77;1368	1729	1563	166
3641	224	77	1368	0	77;800;1368	1612	1612	0
3642	224	77	800	1	77;800;1368	1612	1612	0
3643	224	800	1368	2	77;800;1368	1612	1612	0
3713	225	77	1377	0	77;778;1350;1377	1678	1678	0
3714	225	77	778	1	77;778;1350;1377	1678	1678	0
3715	225	778	1350	2	77;778;1350;1377	1678	1678	0
3716	225	1350	1377	3	77;778;1350;1377	1678	1678	0
3717	226	77	1419	0	77;1449;1368;1419	1602	1602	0
3718	226	77	1449	1	77;1449;1368;1419	1602	1602	0
3719	226	1449	1368	2	77;1449;1368;1419	1602	1602	0
3720	226	1368	1419	3	77;1449;1368;1419	1602	1602	0
3725	227	77	1429	0	77;649;1429	1673	1604	69
3726	227	77	649	1	77;649;1429	1673	1604	69
3727	227	649	1429	2	77;649;1429	1673	1604	69
3728	228	77	1429	0	77;649;1360;208;184;1429	1602	1602	0
3729	228	77	649	1	77;649;1360;208;184;1429	1602	1602	0
3730	228	649	1360	2	77;649;1360;208;184;1429	1602	1602	0
3731	228	1360	208	3	77;649;1360;208;184;1429	1602	1602	0
3732	228	208	184	4	77;649;1360;208;184;1429	1602	1602	0
3733	228	184	1429	5	77;649;1360;208;184;1429	1602	1602	0
3792	229	77	1432	0	77;1432	1602	1602	0
3793	230	77	1432	0	77;1343;1432	1680	1680	0
3794	230	77	1343	1	77;1343;1432	1680	1680	0
