Edge_ID	Route_ID	Source	Target	Seq_Idx	Comb_Route	Edge_Type_Last_Date	Edge_Type_First_Date	Duration
4970	481	1050	1329	4	201;619;585;1050;1329;396	1678	1678	0
4971	481	1329	396	5	201;619;585;1050;1329;396	1678	1678	0
2101	482	201	399	0	201;399	1680	1680	0
2102	483	201	399	0	201;578;580;399	1602	1602	0
2103	483	201	578	1	201;578;580;399	1602	1602	0
2104	483	578	580	2	201;578;580;399	1602	1602	0
2105	483	580	399	3	201;578;580;399	1602	1602	0
2106	484	201	399	0	201;579;580;874;399	1597	1597	0
2107	484	201	579	1	201;579;580;874;399	1597	1597	0
2108	484	579	580	2	201;579;580;874;399	1597	1597	0
2109	484	580	874	3	201;579;580;874;399	1597	1597	0
2110	484	874	399	4	201;579;580;874;399	1597	1597	0
4985	485	201	418	0	201;578;842;418	1597	1597	0
4986	485	201	578	1	201;578;842;418	1597	1597	0
4987	485	578	842	2	201;578;842;418	1597	1597	0
4988	485	842	418	3	201;578;842;418	1597	1597	0
4992	486	201	419	0	201;419	1597	1597	0
5002	487	201	429	0	201;206;429	1602	1602	0
5003	487	201	206	1	201;206;429	1602	1602	0
5004	487	206	429	2	201;206;429	1602	1602	0
2182	488	201	438	0	201;438	1602	1602	0
2183	489	201	438	0	201;1261;1212;679;438	1597	1597	0
2184	489	201	1261	1	201;1261;1212;679;438	1597	1597	0
2185	489	1261	1212	2	201;1261;1212;679;438	1597	1597	0
2186	489	1212	679	3	201;1261;1212;679;438	1597	1597	0
2187	489	679	438	4	201;1261;1212;679;438	1597	1597	0
2275	490	201	482	0	201;482	1680	1680	0
2276	491	201	482	0	201;198;482	1602	1602	0
2277	491	201	198	1	201;198;482	1602	1602	0
2278	491	198	482	2	201;198;482	1602	1602	0
5037	492	201	554	0	201;554	1602	1602	0
111	493	201	572	0	201;396;600;412;1010;572	1602	1602	0
112	493	201	396	1	201;396;600;412;1010;572	1602	1602	0
113	493	396	600	2	201;396;600;412;1010;572	1602	1602	0
114	493	600	412	3	201;396;600;412;1010;572	1602	1602	0
115	493	412	1010	4	201;396;600;412;1010;572	1602	1602	0
116	493	1010	572	5	201;396;600;412;1010;572	1602	1602	0
2425	494	201	580	0	201;399;580	1597	1597	0
2426	494	201	399	1	201;399;580	1597	1597	0
2427	494	399	580	2	201;399;580	1597	1597	0
2441	495	201	583	0	201;583	1680	1597	83
5047	496	201	591	0	201;591	1720	1720	0
5066	497	201	619	0	201;619	1597	1597	0
4181	498	201	672	0	201;672	1680	1680	0
4182	499	201	672	0	201;179;545;672	1602	1602	0
4183	499	201	179	1	201;179;545;672	1602	1602	0
4184	499	179	545	2	201;179;545;672	1602	1602	0
4185	499	545	672	3	201;179;545;672	1602	1602	0
4186	500	201	672	0	201;419;672	1602	1602	0
4187	500	201	419	1	201;419;672	1602	1602	0
4188	500	419	672	2	201;419;672	1602	1602	0
4189	501	201	672	0	201;92;590;672	1597	1597	0
4190	501	201	92	1	201;92;590;672	1597	1597	0
4191	501	92	590	2	201;92;590;672	1597	1597	0
4192	501	590	672	3	201;92;590;672	1597	1597	0
4193	502	201	672	0	201;997;590;672	1602	1602	0
4194	502	201	997	1	201;997;590;672	1602	1602	0
4195	502	997	590	2	201;997;590;672	1602	1602	0
4196	502	590	672	3	201;997;590;672	1602	1602	0
2713	503	201	755	0	201;755	1680	1597	83
5071	504	201	763	0	201;418;660;763	1602	1602	0
5072	504	201	418	1	201;418;660;763	1602	1602	0
5073	504	418	660	2	201;418;660;763	1602	1602	0
5074	504	660	763	3	201;418;660;763	1602	1602	0
2845	505	201	802	0	201;802	1602	1563	39
2846	506	201	802	0	201;811;802	1678	1678	0
2847	506	201	811	1	201;811;802	1678	1678	0
2848	506	811	802	2	201;811;802	1678	1678	0
5076	507	201	811	0	201;811	1602	1597	5
5077	508	201	811	0	201;583;811	1597	1597	0
5078	508	201	583	1	201;583;811	1597	1597	0
5079	508	583	811	2	201;583;811	1597	1597	0
3125	509	201	834	0	201;834	1720	1602	118
3126	510	201	834	0	201;606;834	1597	1597	0
3127	510	201	606	1	201;606;834	1597	1597	0
3128	510	606	834	2	201;606;834	1597	1597	0
3314	511	201	943	0	201;591;891;943	1678	1678	0
3315	511	201	591	1	201;591;891;943	1678	1678	0
3316	511	591	891	2	201;591;891;943	1678	1678	0
3317	511	891	943	3	201;591;891;943	1678	1678	0
5085	512	201	1079	0	201;1079	1602	1602	0
4605	513	201	1186	0	201;574;1186	1602	1602	0
4606	513	201	574	1	201;574;1186	1602	1602	0
4607	513	574	1186	2	201;574;1186	1602	1602	0
5086	514	201	1296	0	201;1296	1625	1576	49
5087	515	201	1329	0	201;619;585;1050;1329	1602	1602	0
5088	515	201	619	1	201;619;585;1050;1329	1602	1602	0
5089	515	619	585	2	201;619;585;1050;1329	1602	1602	0
5090	515	585	1050	3	201;619;585;1050;1329	1602	1602	0
5091	515	1050	1329	4	201;619;585;1050;1329	1602	1602	0
5092	516	201	1329	0	201;756;785;1329	1602	1602	0
5093	516	201	756	1	201;756;785;1329	1602	1602	0
5094	516	756	785	2	201;756;785;1329	1602	1602	0
5095	516	785	1329	3	201;756;785;1329	1602	1602	0
5132	517	201	1365	0	201;1365	1602	1602	0
4637	518	201	1367	0	201;1367	1602	1602	0
4669	519	201	1380	0	201;1380	1602	1602	0
5133	520	201	1553	0	201;1553	1602	1602	0
4006	521	201	1560	0	201;1560	1680	1680	0
5143	522	201	1575	0	201;1575	1720	1720	0
1736	523	206	45	0	206;45	1680	1680	0
1737	524	206	45	0	206;1586;45	1678	1678	0
1738	524	206	1586	1	206;1586;45	1678	1678	0
1739	524	1586	45	2	206;1586;45	1678	1678	0
1954	525	206	201	0	206;201	1597	1597	0
5144	526	206	249	0	206;1586;249	1597	1597	0
5145	526	206	1586	1	206;1586;249	1597	1597	0
5146	526	1586	249	2	206;1586;249	1597	1597	0
23	527	206	323	0	206;323	1680	1680	0
24	528	206	323	0	206;943;323	1678	1678	0
25	528	206	943	1	206;943;323	1678	1678	0
26	528	943	323	2	206;943;323	1678	1678	0
5005	529	206	429	0	206;1023;429	1597	1597	0
5006	529	206	1023	1	206;1023;429	1597	1597	0
5007	529	1023	429	2	206;1023;429	1597	1597	0
1389	530	206	481	0	206;481	1680	1680	0
1390	531	206	481	0	206;672;481	1678	1678	0
1391	531	206	672	1	206;672;481	1678	1678	0
1392	531	672	481	2	206;672;481	1678	1678	0
2442	532	206	583	0	206;1352;583	1597	1597	0
2443	532	206	1352	1	206;1352;583	1597	1597	0
2444	532	1352	583	2	206;1352;583	1597	1597	0
5048	533	206	591	0	206;591	1597	1597	0
5049	534	206	591	0	206;457;591	1720	1720	0
5050	534	206	457	1	206;457;591	1720	1720	0
5051	534	457	591	2	206;457;591	1720	1720	0
5052	535	206	591	0	206;590;591	1720	1720	0
5053	535	206	590	1	206;590;591	1720	1720	0
5054	535	590	591	2	206;590;591	1720	1720	0
5153	536	206	756	0	206;891;756	1597	1597	0
5154	536	206	891	1	206;891;756	1597	1597	0
5155	536	891	756	2	206;891;756	1597	1597	0
5080	537	206	811	0	206;201;811	1625	1612	13
5081	537	206	201	1	206;201;811	1625	1612	13
5082	537	201	811	2	206;201;811	1625	1612	13
1596	538	206	1021	0	206;1021	1597	1597	0
5165	539	207	153	0	207;153	1597	1597	0
2056	540	207	305	0	207;305	1676	1597	79
4769	541	207	345	0	207;345	1597	1597	0
2237	542	207	461	0	207;1077;461	1597	1597	0
2238	542	207	1077	1	207;1077;461	1597	1597	0
2239	542	1077	461	2	207;1077;461	1597	1597	0
3201	543	207	887	0	207;887	1597	1597	0
3734	544	207	1429	0	207;1429	1623	1597	26
5169	545	207	1480	0	207;1480	1597	1597	0
5182	546	212	922	0	212;922	1679	1552	127
1487	547	219	798	0	219;798	1576	1576	0
1757	548	221	55	0	221;55	1597	1597	0
5183	549	221	511	0	221;511	1597	1597	0
5184	550	221	1042	0	221;1042	1602	1602	0
1758	551	222	55	0	222;55	1676	1562	114
1759	552	222	55	0	222;1543;55	1597	1597	0
1760	552	222	1543	1	222;1543;55	1597	1597	0
1761	552	1543	55	2	222;1543;55	1597	1597	0
1762	553	222	55	0	222;865;55	1597	1597	0
1763	553	222	865	1	222;865;55	1597	1597	0
1764	553	865	55	2	222;865;55	1597	1597	0
1182	554	222	77	0	222;77	1623	1623	0
5192	555	222	245	0	222;245	1676	1611	65
27	556	222	323	0	222;323	1676	1608	68
5203	557	222	363	0	222;363	1597	1597	0
5204	558	222	433	0	222;433	1597	1597	0
1474	559	222	519	0	222;519	1676	1562	114
1475	560	222	519	0	222;2;519	1597	1597	0
1476	560	222	2	1	222;2;519	1597	1597	0
1477	560	2	519	2	222;2;519	1597	1597	0
5205	561	222	668	0	222;668	1597	1597	0
5206	562	222	765	0	222;765	1679	1565	114
122	563	222	770	0	222;735;229;770	1597	1597	0
123	563	222	735	1	222;735;229;770	1597	1597	0
124	563	735	229	2	222;735;229;770	1597	1597	0
125	563	229	770	3	222;735;229;770	1597	1597	0
1488	564	222	798	0	222;798	1676	1608	68
145	565	222	826	0	222;826	1623	1623	0
146	566	222	826	0	222;765;729;1209;188;1408;826	1597	1597	0
147	566	222	765	1	222;765;729;1209;188;1408;826	1597	1597	0
148	566	765	729	2	222;765;729;1209;188;1408;826	1597	1597	0
149	566	729	1209	3	222;765;729;1209;188;1408;826	1597	1597	0
150	566	1209	188	4	222;765;729;1209;188;1408;826	1597	1597	0
151	566	188	1408	5	222;765;729;1209;188;1408;826	1597	1597	0
152	566	1408	826	6	222;765;729;1209;188;1408;826	1597	1597	0
3004	567	222	833	0	222;833	1623	1623	0
3164	568	222	835	0	222;835	1623	1623	0
5212	569	222	865	0	222;865	1679	1552	127
5213	570	222	907	0	222;580;907	1597	1597	0
5214	570	222	580	1	222;580;907	1597	1597	0
5215	570	580	907	2	222;580;907	1597	1597	0
1570	571	222	950	0	222;950	1597	1597	0
5223	572	222	988	0	222;988	1597	1597	0
5185	573	222	1042	0	222;1042	1676	1608	68
3472	574	222	1119	0	222;1119	1676	1608	68
5224	575	222	1201	0	222;1201	1597	1597	0
5225	576	224	199	0	224;199	1597	1597	0
5227	577	224	557	0	224;557	1597	1597	0
5193	578	226	245	0	226;245	1602	1602	0
5237	579	230	58	0	230;58	1679	1568	111
5239	580	230	75	0	230;75	1623	1623	0
174	581	230	104	0	230;1056;104	1641	1562	79
175	581	230	1056	1	230;1056;104	1641	1562	79
176	581	1056	104	2	230;1056;104	1641	1562	79
5244	582	230	111	0	230;111	1679	1563	116
1274	583	230	167	0	230;167	1679	1545	134
5259	584	230	352	0	230;352	1679	1563	116
4304	585	230	549	0	230;352;549	1673	1604	69
4305	585	230	352	1	230;352;549	1673	1604	69
4306	585	352	549	2	230;352;549	1673	1604	69
5270	586	230	743	0	230;743	1597	1597	0
1704	587	230	759	0	230;759	1623	1597	26
308	588	230	786	0	230;786	1687	1563	124
309	589	230	786	0	230;1413;1463;40;24;786	1720	1720	0
310	589	230	1413	1	230;1413;1463;40;24;786	1720	1720	0
311	589	1413	1463	2	230;1413;1463;40;24;786	1720	1720	0
312	589	1463	40	3	230;1413;1463;40;24;786	1720	1720	0
313	589	40	24	4	230;1413;1463;40;24;786	1720	1720	0
314	589	24	786	5	230;1413;1463;40;24;786	1720	1720	0
4744	590	230	796	0	230;796	1597	1597	0
3005	591	230	833	0	230;58;833	1597	1597	0
3006	591	230	58	1	230;58;833	1597	1597	0
3007	591	58	833	2	230;58;833	1597	1597	0
5275	592	230	948	0	230;948	1623	1623	0
5277	593	230	1056	0	230;1056	1676	1608	68
5278	594	230	1056	0	230;104;1056	1598	1598	0
5279	594	230	104	1	230;104;1056	1598	1598	0
5280	594	104	1056	2	230;104;1056	1598	1598	0
525	595	230	1269	0	230;1269	1623	1623	0
548	596	230	1406	0	230;1406	1679	1563	116
4424	597	230	1461	0	230;1461	1545	1545	0
1693	598	230	1463	0	230;1463	1625	1545	80
4507	599	230	1507	0	230;1507	1720	1563	157
4436	600	230	1572	0	230;1572	1687	1545	142
5283	601	232	290	0	232;290	1679	1552	127
5284	602	233	1169	0	233;1169	1563	1563	0
526	603	234	1269	0	234;1269	1545	1545	0
5285	604	236	133	0	236;133	1679	1553	126
5286	605	236	297	0	236;297	1678	1604	74
5288	606	236	450	0	236;450	1586	1553	33
5291	607	236	628	0	236;628	1673	1604	69
2551	608	236	636	0	236;636	1678	1678	0
2641	609	236	697	0	236;697	1679	1553	126
5294	610	236	1349	0	236;1032;1107;1349	1720	1720	0
5295	610	236	1032	1	236;1032;1107;1349	1720	1720	0
5296	610	1032	1107	2	236;1032;1107;1349	1720	1720	0
5297	610	1107	1349	3	236;1032;1107;1349	1720	1720	0
5298	611	236	1349	0	236;328;1404;1349	1720	1720	0
5299	611	236	328	1	236;328;1404;1349	1720	1720	0
5300	611	328	1404	2	236;328;1404;1349	1720	1720	0
5301	611	1404	1349	3	236;328;1404;1349	1720	1720	0
4547	612	238	313	0	238;1442;313	1597	1597	0
4548	612	238	1442	1	238;1442;313	1597	1597	0
4549	612	1442	313	2	238;1442;313	1597	1597	0
223	613	238	776	0	238;1339;848;776	1597	1597	0
224	613	238	1339	1	238;1339;848;776	1597	1597	0
225	613	1339	848	2	238;1339;848;776	1597	1597	0
226	613	848	776	3	238;1339;848;776	1597	1597	0
5303	614	238	915	0	238;915	1679	1552	127
251	615	238	1421	0	238;915;1421	1597	1597	0
252	615	238	915	1	238;915;1421	1597	1597	0
253	615	915	1421	2	238;915;1421	1597	1597	0
1765	616	240	55	0	240;55	1676	1616	60
1766	617	240	55	0	240;1305;245;55	1673	1604	69
1767	617	240	1305	1	240;1305;245;55	1673	1604	69
1768	617	1305	245	2	240;1305;245;55	1673	1604	69
1769	617	245	55	3	240;1305;245;55	1673	1604	69
5304	618	240	551	0	240;551	1623	1623	0
1489	619	240	798	0	240;798	1676	1604	72
8	620	240	984	0	240;984	1623	1623	0
3008	621	242	833	0	242;833	1676	1608	68
599	622	245	70	0	245;70	1602	1602	0
5305	623	245	114	0	245;114	1602	1602	0
1288	624	245	222	0	245;222	1623	1623	0
5306	625	247	1317	0	247;1317	1545	1545	0
5311	626	257	1466	0	257;1466	1679	1553	126
5317	627	259	1253	0	259;1253	1676	1608	68
5319	628	261	866	0	261;866	1679	1545	134
5320	629	262	944	0	262;944	1676	1608	68
4569	630	268	207	0	268;207	1623	1623	0
5324	631	269	113	0	269;48;113	1720	1720	0
5325	631	269	48	1	269;48;113	1720	1720	0
5326	631	48	113	2	269;48;113	1720	1720	0
5336	632	273	107	0	273;107	1679	1552	127
1543	633	273	885	0	273;885	1678	1604	74
3364	634	273	951	0	273;951	1678	1678	0
3365	635	273	951	0	273;107;951	1673	1604	69
3366	635	273	107	1	273;107;951	1673	1604	69
3367	635	107	951	2	273;107;951	1673	1604	69
5337	636	273	1424	0	273;1424	1679	1552	127
5338	637	273	1477	0	273;1272;885;1477	1720	1720	0
5339	637	273	1272	1	273;1272;885;1477	1720	1720	0
5340	637	1272	885	2	273;1272;885;1477	1720	1720	0
5341	637	885	1477	3	273;1272;885;1477	1720	1720	0
352	638	273	1508	0	273;1508	1678	1604	74
5289	639	274	450	0	274;450	1679	1650	29
2337	640	274	512	0	274;512	1673	1597	76
2913	641	274	824	0	274;824	1680	1597	83
5343	642	274	927	0	274;927	1597	1597	0
5345	643	274	1236	0	274;1236	1679	1552	127
479	644	274	1443	0	274;1443	1673	1553	120
480	645	274	1443	0	274;1376;1443	1597	1597	0
481	645	274	1376	1	274;1376;1443	1597	1597	0
482	645	1376	1443	2	274;1376;1443	1597	1597	0
5216	646	277	907	0	277;907	1602	1602	0
5347	647	279	148	0	279;148	1678	1604	74
5356	648	279	751	0	279;751	1673	1604	69
5358	649	279	841	0	279;841	1679	1552	127
5359	650	279	841	0	279;148;841	1597	1597	0
5360	650	279	148	1	279;148;841	1597	1597	0
5361	650	148	841	2	279;148;841	1597	1597	0
5362	651	279	860	0	279;860	1678	1678	0
5363	652	279	877	0	279;284;877	1597	1597	0
5364	652	279	284	1	279;284;877	1597	1597	0
5365	652	284	877	2	279;284;877	1597	1597	0
650	653	279	1058	0	279;1058	1680	1680	0
651	654	279	1058	0	279;1225;1058	1597	1597	0
652	654	279	1225	1	279;1225;1058	1597	1597	0
653	654	1225	1058	2	279;1225;1058	1597	1597	0
5366	655	279	1471	0	279;1471	1673	1604	69
5367	656	284	1471	0	284;1471	1679	1552	127
5368	657	287	62	0	287;62	1679	1552	127
5369	658	287	232	0	287;232	1679	1552	127
570	659	287	289	0	287;289	1679	1552	127
5370	660	287	647	0	287;647	1679	1552	127
5371	661	287	749	0	287;749	1679	1552	127
5372	662	287	767	0	287;767	1679	1552	127
1141	663	289	1099	0	289;1099	1679	1552	127
5373	664	291	176	0	291;176	1679	1552	127
4722	665	292	374	0	292;374	1679	1552	127
5374	666	293	925	0	293;925	1679	1552	127
2111	667	294	399	0	294;399	1597	1597	0
2714	668	294	755	0	294;755	1597	1597	0
3401	669	294	1011	0	294;1011	1597	1597	0
3473	670	294	1119	0	294;1119	1597	1597	0
3553	671	294	1149	0	294;1149	1597	1597	0
5377	672	294	1281	0	294;1149;1281	1597	1597	0
5378	672	294	1149	1	294;1149;1281	1597	1597	0
5379	672	1149	1281	2	294;1149;1281	1597	1597	0
4040	673	294	1563	0	294;1563	1597	1597	0
5380	674	303	611	0	303;611	1679	1552	127
5381	675	303	1215	0	303;1215	1610	1610	0
1183	676	305	77	0	305;778;876;890;77	1597	1597	0
1184	676	305	778	1	305;778;876;890;77	1597	1597	0
1185	676	778	876	2	305;778;876;890;77	1597	1597	0
1186	676	876	890	3	305;778;876;890;77	1597	1597	0
1187	676	890	77	4	305;778;876;890;77	1597	1597	0
5382	677	305	95	0	305;95	1623	1623	0
1916	678	305	158	0	305;158	1597	1597	0
4570	679	305	207	0	305;1405;207	1597	1597	0
4571	679	305	1405	1	305;1405;207	1597	1597	0
4572	679	1405	207	2	305;1405;207	1597	1597	0
2792	680	305	778	0	305;778	1625	1576	49
3202	681	305	887	0	305;311;324;887	1597	1597	0
3203	681	305	311	1	305;311;324;887	1597	1597	0
3204	681	311	324	2	305;311;324;887	1597	1597	0
3205	681	324	887	3	305;311;324;887	1597	1597	0
5385	682	305	1405	0	305;1405	1597	1597	0
4089	683	305	1581	0	305;1581	1597	1597	0
5386	684	307	31	0	307;31	1597	1597	0
5395	685	307	335	0	307;335	1597	1597	0
549	686	307	1406	0	307;1406	1597	1597	0
4529	687	313	44	0	313;44	1679	1552	127
5400	688	313	194	0	313;1174;542;407;194	1597	1597	0
5401	688	313	1174	1	313;1174;542;407;194	1597	1597	0
5402	688	1174	542	2	313;1174;542;407;194	1597	1597	0
5403	688	542	407	3	313;1174;542;407;194	1597	1597	0
5404	688	407	194	4	313;1174;542;407;194	1597	1597	0
5416	689	313	238	0	313;1454;1442;238	1597	1597	0
5417	689	313	1454	1	313;1454;1442;238	1597	1597	0
5418	689	1454	1442	2	313;1454;1442;238	1597	1597	0
5419	689	1442	238	3	313;1454;1442;238	1597	1597	0
5428	690	313	652	0	313;652	1679	1552	127
4759	691	313	896	0	313;896	1597	1597	0
4879	692	313	1035	0	313;1035	1687	1684	3
654	693	313	1058	0	313;1058	1720	1720	0
1955	694	316	201	0	316;938;1557;201	1720	1720	0
1956	694	316	938	1	316;938;1557;201	1720	1720	0
1957	694	938	1557	2	316;938;1557;201	1720	1720	0
1958	694	1557	201	3	316;938;1557;201	1720	1720	0
2715	695	316	755	0	316;438;870;755	1720	1720	0
2716	695	316	438	1	316;438;870;755	1720	1720	0
2717	695	438	870	2	316;438;870;755	1720	1720	0
2718	695	870	755	3	316;438;870;755	1720	1720	0
5429	696	323	6	0	323;6	1597	1597	0
1740	697	323	45	0	323;45	1680	1623	57
5435	698	323	47	0	323;687;47	1676	1608	68
5436	698	323	687	1	323;687;47	1676	1608	68
5437	698	687	47	2	323;687;47	1676	1608	68
1770	699	323	55	0	323;55	1678	1563	115
1771	700	323	55	0	323;1179;55	1602	1602	0
1772	700	323	1179	1	323;1179;55	1602	1602	0
1773	700	1179	55	2	323;1179;55	1602	1602	0
1774	701	323	55	0	323;826;55	1678	1678	0
1775	701	323	826	1	323;826;55	1678	1678	0
1776	701	826	55	2	323;826;55	1678	1678	0
5438	702	323	67	0	323;412;406;1534;1147;431;67	1602	1602	0
5439	702	323	412	1	323;412;406;1534;1147;431;67	1602	1602	0
5440	702	412	406	2	323;412;406;1534;1147;431;67	1602	1602	0
5441	702	406	1534	3	323;412;406;1534;1147;431;67	1602	1602	0
5442	702	1534	1147	4	323;412;406;1534;1147;431;67	1602	1602	0
5443	702	1147	431	5	323;412;406;1534;1147;431;67	1602	1602	0
5444	702	431	67	6	323;412;406;1534;1147;431;67	1602	1602	0
5445	703	323	67	0	323;426;67	1597	1597	0
5446	703	323	426	1	323;426;67	1597	1597	0
5447	703	426	67	2	323;426;67	1597	1597	0
1188	704	323	77	0	323;77	1623	1623	0
1851	705	323	90	0	323;1559;602;90	1602	1602	0
1852	705	323	1559	1	323;1559;602;90	1602	1602	0
1853	705	1559	602	2	323;1559;602;90	1602	1602	0
1854	705	602	90	3	323;1559;602;90	1602	1602	0
5460	706	323	173	0	323;1030;173	1597	1597	0
5461	706	323	1030	1	323;1030;173	1597	1597	0
5462	706	1030	173	2	323;1030;173	1597	1597	0
1959	707	323	201	0	323;68;1050;585;201	1678	1678	0
1960	707	323	68	1	323;68;1050;585;201	1678	1678	0
1961	707	68	1050	2	323;68;1050;585;201	1678	1678	0
1962	707	1050	585	3	323;68;1050;585;201	1678	1678	0
1963	707	585	201	4	323;68;1050;585;201	1678	1678	0
1964	708	323	201	0	323;68;1050;585;619;201	1602	1602	0
1965	708	323	68	1	323;68;1050;585;619;201	1602	1602	0
1966	708	68	1050	2	323;68;1050;585;619;201	1602	1602	0
1967	708	1050	585	3	323;68;1050;585;619;201	1602	1602	0
1968	708	585	619	4	323;68;1050;585;619;201	1602	1602	0
1969	708	619	201	5	323;68;1050;585;619;201	1602	1602	0
5463	709	323	203	0	323;203	1597	1597	0
1289	710	323	222	0	323;222	1687	1684	3
1290	711	323	222	0	323;1179;765;222	1720	1720	0
1291	711	323	1179	1	323;1179;765;222	1720	1720	0
1292	711	1179	765	2	323;1179;765;222	1720	1720	0
1293	711	765	222	3	323;1179;765;222	1720	1720	0
1294	712	323	222	0	323;826;765;222	1720	1602	118
1295	712	323	826	1	323;826;765;222	1720	1602	118
1296	712	826	765	2	323;826;765;222	1720	1602	118
1297	712	765	222	3	323;826;765;222	1720	1602	118
5464	713	323	315	0	323;1011;1571;243;315	1678	1678	0
5465	713	323	1011	1	323;1011;1571;243;315	1678	1678	0
5466	713	1011	1571	2	323;1011;1571;243;315	1678	1678	0
5467	713	1571	243	3	323;1011;1571;243;315	1678	1678	0
5468	713	243	315	4	323;1011;1571;243;315	1678	1678	0
5469	714	323	315	0	323;152;1268;244;315	1597	1597	0
5470	714	323	152	1	323;152;1268;244;315	1597	1597	0
5471	714	152	1268	2	323;152;1268;244;315	1597	1597	0
5472	714	1268	244	3	323;152;1268;244;315	1597	1597	0
5473	714	244	315	4	323;152;1268;244;315	1597	1597	0
5474	715	323	315	0	323;152;1573;244;315	1602	1602	0
5475	715	323	152	1	323;152;1573;244;315	1602	1602	0
5476	715	152	1573	2	323;152;1573;244;315	1602	1602	0
5477	715	1573	244	3	323;152;1573;244;315	1602	1602	0
5478	715	244	315	4	323;152;1573;244;315	1602	1602	0
4972	716	323	396	0	323;758;171;1476;396	1597	1597	0
4973	716	323	758	1	323;758;171;1476;396	1597	1597	0
4974	716	758	171	2	323;758;171;1476;396	1597	1597	0
4975	716	171	1476	3	323;758;171;1476;396	1597	1597	0
4976	716	1476	396	4	323;758;171;1476;396	1597	1597	0
2112	717	323	399	0	323;399	1676	1676	0
5480	718	323	402	0	323;402	1602	1597	5
5481	719	323	403	0	323;973;403	1597	1597	0
5482	719	323	973	1	323;973;403	1597	1597	0
5483	719	973	403	2	323;973;403	1597	1597	0
108	720	323	410	0	323;410	1597	1597	0
5484	721	323	412	0	323;412	1597	1597	0
5489	722	323	413	0	323;413	1602	1597	5
5008	723	323	429	0	323;429	1678	1678	0
5009	724	323	429	0	323;441;429	1602	1602	0
5010	724	323	441	1	323;441;429	1602	1602	0
5011	724	441	429	2	323;441;429	1602	1602	0
5490	725	323	431	0	323;431	1602	1602	0
5491	726	323	432	0	323;432	1602	1597	5
5492	727	323	439	0	323;439	1602	1597	5
5494	728	323	441	0	323;1140;1159;1521;1527;441	1597	1597	0
5495	728	323	1140	1	323;1140;1159;1521;1527;441	1597	1597	0
5496	728	1140	1159	2	323;1140;1159;1521;1527;441	1597	1597	0
5497	728	1159	1521	3	323;1140;1159;1521;1527;441	1597	1597	0
5498	728	1521	1527	4	323;1140;1159;1521;1527;441	1597	1597	0
5499	728	1527	441	5	323;1140;1159;1521;1527;441	1597	1597	0
5509	729	323	465	0	323;465	1602	1602	0
1393	730	323	481	0	323;839;774;690;481	1597	1597	0
1394	730	323	839	1	323;839;774;690;481	1597	1597	0
1395	730	839	774	2	323;839;774;690;481	1597	1597	0
1396	730	774	690	3	323;839;774;690;481	1597	1597	0
1397	730	690	481	4	323;839;774;690;481	1597	1597	0
5510	731	323	490	0	323;1583;369;1586;490	1602	1602	0
5511	731	323	1583	1	323;1583;369;1586;490	1602	1602	0
5512	731	1583	369	2	323;1583;369;1586;490	1602	1602	0
5513	731	369	1586	3	323;1583;369;1586;490	1602	1602	0
5514	731	1586	490	4	323;1583;369;1586;490	1602	1602	0
5545	732	323	525	0	323;556;525	1602	1602	0
5546	732	323	556	1	323;556;525	1602	1602	0
5547	732	556	525	2	323;556;525	1602	1602	0
5548	733	323	527	0	323;556;527	1597	1597	0
5549	733	323	556	1	323;556;527	1597	1597	0
5550	733	556	527	2	323;556;527	1597	1597	0
5551	734	323	533	0	323;533	1623	1623	0
117	735	323	572	0	323;572	1597	1597	0
5552	736	323	573	0	323;573	1602	1597	5
2445	737	323	583	0	323;583	1678	1678	0
2446	738	323	583	0	323;1451;586;891;583	1602	1602	0
2447	738	323	1451	1	323;1451;586;891;583	1602	1602	0
2448	738	1451	586	2	323;1451;586;891;583	1602	1602	0
2449	738	586	891	3	323;1451;586;891;583	1602	1602	0
2450	738	891	583	4	323;1451;586;891;583	1602	1602	0
5553	739	323	586	0	323;586	1602	1602	0
5554	740	323	586	0	323;1271;586	1597	1597	0
5555	740	323	1271	1	323;1271;586	1597	1597	0
5556	740	1271	586	2	323;1271;586	1597	1597	0
5566	741	323	623	0	323;600;623	1597	1597	0
5567	741	323	600	1	323;600;623	1597	1597	0
5568	741	600	623	2	323;600;623	1597	1597	0
5569	742	323	629	0	323;600;629	1602	1602	0
5570	742	323	600	1	323;600;629	1602	1602	0
5571	742	600	629	2	323;600;629	1602	1602	0
5572	743	323	664	0	323;664	1597	1597	0
5573	744	323	666	0	323;666	1602	1602	0
4197	745	323	672	0	323;1548;694;672	1602	1602	0
4198	745	323	1548	1	323;1548;694;672	1602	1602	0
4199	745	1548	694	2	323;1548;694;672	1602	1602	0
4200	745	694	672	3	323;1548;694;672	1602	1602	0
5574	746	323	675	0	323;942;675	1597	1597	0
5575	746	323	942	1	323;942;675	1597	1597	0
5576	746	942	675	2	323;942;675	1597	1597	0
5577	747	323	675	0	323;943;421;675	1602	1602	0
5578	747	323	943	1	323;943;421;675	1602	1602	0
5579	747	943	421	2	323;943;421;675	1602	1602	0
5580	747	421	675	3	323;943;421;675	1602	1602	0
5581	748	323	687	0	323;687	1680	1680	0
2642	749	323	697	0	323;47;697	1623	1623	0
2643	749	323	47	1	323;47;697	1623	1623	0
2644	749	47	697	2	323;47;697	1623	1623	0
