Location_ID	Location_Name_Standardized	Location_Name	Geoname_ID	adminName1	Location_Lat	Location_Lng	Location_Latlng	country_code	country_name
232	Buzançais	Buzançais;buzancaiz	3029345	Centre-Val de Loire	46.88877	1.4195	46.88877,1.4195	FR	France
233	Bytów	bittawen;bytow;bitaw;bytów	3101943	Pomerania	54.17057	17.49187	54.17057,17.49187	PL	Poland
234	Cabo Finisterre	finibusterre;cap finis terra;finibus tere;finibus terre;capo finis terra;cape finisterre	3122425	Galicia	42.88009	-9.27309	42.88009,-9.27309	ES	Spain
235	cadober	cadober;caluber							
236	Caen	caen	3029241	Normandy	49.18585	-0.35912	49.18585,-0.35912	FR	France
237	Caernarfon	caer navean;caernarfon	2654092	Wales	53.14126	-4.27016	53.14126,-4.27016	GB	United Kingdom
238	Cahors	cohors en quercy;cahors;cahors en quercy	3029213	Occitanie	44.4491	1.43663	44.4491,1.43663	FR	France
239	Calahorra	calahorra	3127065	La Rioja	42.30506	-1.96521	42.30506,-1.96521	ES	Spain
240	Calais	cales;calais;gales	3029162	Hauts-de-France	50.95194	1.85635	50.95194,1.85635	FR	France
241	calandt	calandt							
242	Calatayud	calataiud;calatayud;calatiud	3127047	Aragon	41.35353	-1.64318	41.35353,-1.64318	ES	Spain
243	calcher	calcher							
244	Calgar	calgar;calcar	3126999	Cantabria	43.34838	-3.74177	43.34838,-3.74177	ES	Spain
245	Cambrai	cambrai;cambray	3029030	Hauts-de-France	50.16667	3.23333	50.16667,3.23333	FR	France
246	Cambridge	cambridge	2653941	England	52.2	0.11667	52.2,0.11667	GB	United Kingdom
247	Camoca	camoza;camoca	3126861	Asturias	43.45952	-5.47935	43.45952,-5.47935	ES	Spain
248	Camon	camen;camon	3029003	Hauts-de-France	49.88764	2.34486	49.88764,2.34486	FR	France
249	Campen	campen	2940354	Lower Saxony	53.40037	7.05056	53.40037,7.05056	DE	Germany
250	Canterbury	canterbury;cantelberg	2653877	England	51.27904	1.07992	51.27904,1.07992	GB	United Kingdom
251	caprivizza	caprivizza							
252	Capua	capua	3180601	Campania	41.10519	14.21269	41.10519,14.21269	IT	Italy
253	Caravaca de la Cruz	la cruz;caravaca de la cruz;caravacca de la cruz;caravacca	6359520	Murcia	37.99116	-2.03481	37.99116,-2.03481	ES	Spain
254	Caravonica	caravonica;caranonica	3180577	Liguria	43.99303	7.95805	43.99303,7.95805	IT	Italy
255	Carcare	carcare	3180557	Liguria	44.35465	8.29039	44.35465,8.29039	IT	Italy
256	Carcassonne	carcassona;carcassonne;carcassone	3028641	Occitanie	43.21351	2.35162	43.21351,2.35162	FR	France
257	Carentan	carentan;querentan;querentant	3028610	Normandy	49.30312	-1.24806	49.30312,-1.24806	FR	France
258	Carinthia	la carinthia;carinthia	10109446		46.53005	14.94999	46.53005,14.94999	SI	Slovenia
259	Carmagnola	carmagnola	3180496	Piedmont	44.84963	7.72032	44.84963,7.72032	IT	Italy
260	Carpentras	carpentras	3028542	Provence-Alpes-Côte d'Azur	44.05507	5.04813	44.05507,5.04813	FR	France
261	Carrión de los Condes	carrión los condes;carriod los condes;carrio los condes;carrion los londes;carrion los condes;carrión de los condes;carrion de los condes	3126161	Castille and León	42.3413	-4.60071	42.3413,-4.60071	ES	Spain
262	Cartagena	cartegena;cartagena	2520058	Murcia	37.60512	-0.98623	37.60512,-0.98623	ES	Spain
263	caschau	caschau;cascha							
264	Casier	caster;casier	3219079	Veneto	45.64229	12.29328	45.64229,12.29328	IT	Italy
265	Castelán	castelaun;castelán	3125936	Galicia	42.91328	-8.87635	42.91328,-8.87635	ES	Spain
266	Castellaro	castellaro	3179647	Liguria	43.86436	7.86881	43.86436,7.86881	IT	Italy
267	Cavaillon	cavillon;cavaillon	3028134	Provence-Alpes-Côte d'Azur	43.83125	5.03586	43.83125,5.03586	FR	France
268	Celje	cilla del tirolo;celje	3202781	Celje	46.23092	15.26044	46.23092,15.26044	SI	Slovenia
269	Cerignola	cirignola;cerignola	3179075	Apulia	41.26523	15.89559	41.26523,15.89559	IT	Italy
270	Cesena	cesena	3178957	Emilia-Romagna	44.1391	12.24315	44.1391,12.24315	IT	Italy
271	Chalon	chalon;chaillon	3027490	Auvergne-Rhône-Alpes	45.44953	4.94135	45.44953,4.94135	FR	France
272	Chalon-sur-Saône	chalon-sur-saône;chaalons sur saosne;ciallon	3027484	Bourgogne-Franche-Comté	46.78112	4.85372	46.78112,4.85372	FR	France
273	Châlons-en-Champagne	chalons;châlons-en-champagne;chaalons;chialon	3027487	Grand Est	48.95393	4.36724	48.95393,4.36724	FR	France
274	Chambéry	chambéry;ciamberi;ciambera;chamberi;chamboy;chambery;ciaberi	3027422	Auvergne-Rhône-Alpes	45.56465	5.92645	45.56465,5.92645	FR	France
275	Champagne	sciamgraon;sciamponi;champagne;sciamgraone	3027258	Grand Est	49	4.5	49,4.5	FR	France
276	Chantilly	chantilly	3026827	Hauts-de-France	49.19461	2.47124	49.19461,2.47124	FR	France
277	Charlemont	charlemont	2653337	Northern Ireland	54.45	-6.68333	54.45,-6.68333	GB	United Kingdom
278	Charre	charre	3026491	Nouvelle-Aquitaine	43.31667	-0.86789	43.31667,-0.86789	FR	France
279	Chartres	chartrousse;chartres	3026467	Centre-Val de Loire	48.44685	1.48925	48.44685,1.48925	FR	France
280	Chasteloy	chastelon;chasteloy	3026336	Auvergne-Rhône-Alpes	46.51981	2.70076	46.51981,2.70076	FR	France
281	Chastre	chastre	3026330	Nouvelle-Aquitaine	45.32568	2.09587	45.32568,2.09587	FR	France
282	Chateau	chateau	3179611	Piedmont	45.03263	6.77312	45.03263,6.77312	IT	Italy
283	Château-Thierry	chasteau tierry;chasteau thierry;château-thierry	3026194	Hauts-de-France	49.05	3.4	49.05,3.4	FR	France
284	Châteaudun	chasteaudun;châteaudun	3026285	Centre-Val de Loire	48.08333	1.33333	48.08333,1.33333	FR	France
285	Châteauneuf-sur-Charente	chasteauneuf;châteauneuf-sur-charente	3026224	Nouvelle-Aquitaine	45.6	-0.05	45.6,-0.05	FR	France
286	Châteauneuf-sur-Loire	chasteuneus;châteauneuf-sur-loire	3026222	Centre-Val de Loire	47.86575	2.21903	47.86575,2.21903	FR	France
287	Châteauroux	chateauroux;chasteauroux;châteauroux	3026204	Centre-Val de Loire	46.81248	1.69362	46.81248,1.69362	FR	France
288	Châtelet	chastelet;châtelet	2800448	Wallonia	50.40338	4.52826	50.40338,4.52826	BE	Belgium
289	Châtellerault	chastelherault;châtellerault;chastelerault;chatelheraut	3026141	Nouvelle-Aquitaine	46.8	0.53333	46.8,0.53333	FR	France
290	Châtillon-sur-Indre	châtillon-sur-indre;chastillon fur indre;chastillon sur indre	3026053	Centre-Val de Loire	46.98735	1.17218	46.98735,1.17218	FR	France
291	Châtillon-sur-Loire	chastillon sur loing;châtillon-sur-loire;chastillon	3026052	Centre-Val de Loire	47.59114	2.75209	47.59114,2.75209	FR	France
292	Châtillon-sur-Seine	chastillon sur seine;chastillon sur sesne;châtillon-sur-seine;chastillon sur seyne	3026046	Bourgogne-Franche-Comté	47.85851	4.57375	47.85851,4.57375	FR	France
293	Chaville	chaville	3025715	Île-de-France	48.80565	2.18864	48.80565,2.18864	FR	France
294	Cheb	egra;cheb	3077835	Karlovarský kraj	50.07963	12.37392	50.07963,12.37392	CZ	Czechia
295	Chemnitz	chemnitz;chemniz;kemnitz	2940132	Saxony	50.8357	12.92922	50.8357,12.92922	DE	Germany
296	Chenoz	chenoz;cheniz	8977297	Aosta Valley	45.76407	6.99282	45.76407,6.99282	IT	Italy
297	Cherbourg-Octeville	cherbourg;cherbourg-octeville	3025466	Normandy	49.63984	-1.61636	49.63984,-1.61636	FR	France
298	Chevreuse	chevreuse;cheureuse	3025294	Île-de-France	48.70662	2.03329	48.70662,2.03329	FR	France
299	Chiavenna	chiorveya;chiavena;chiavenna	3164260	Lombardy	46.33069	9.48114	46.33069,9.48114	IT	Italy
300	Chibiy	chimij;chibiy	866277	Krasnodarskiy	44.68723	38.98082	44.68723,38.98082	RU	Russia
301	Chieti	chieti	3178796	Abruzzo	42.34827	14.16494	42.34827,14.16494	IT	Italy
302	Chincolla	chincilla;chincolla	2519482	Andalusia	38.16667	-2.9	38.16667,-2.9	ES	Spain
303	Chinon	chinon en touraine;chinon	3025132	Centre-Val de Loire	47.16701	0.24284	47.16701,0.24284	FR	France
304	Chios	chios;chiozza	259973	North Aegean	38.36875	26.13718	38.36875,26.13718	GR	Greece
305	Chur	chur in schweytz;khur in switzerland;khur;chur;coiro;coira;grisons;chur in graubünden	2661169	Grisons	46.84986	9.53287	46.84986,9.53287	CH	Switzerland
306	Ciboure	ciboure;siburg	3024979	Nouvelle-Aquitaine	43.38287	-1.676	43.38287,-1.676	FR	France
307	Ciudad Real	ciudad real;ziuda real	2519402	Castille-La Mancha	38.98626	-3.92907	38.98626,-3.92907	ES	Spain
308	Ciudad Rodrigo	ciudad rodrigo;ciudad roderigo	3124963	Castille and León	40.6	-6.53333	40.6,-6.53333	ES	Spain
309	Civita Castellana	civita castellana	3178595	Latium	42.29304	12.40885	42.29304,12.40885	IT	Italy
310	Civitavecchia	civita vecchia del latio;civita vecchia;civitavecchia	3178587	Latium	42.09325	11.79674	42.09325,11.79674	IT	Italy
311	Clauen	claven;clauen	2940011	Lower Saxony	52.2484	10.02571	52.2484,10.02571	DE	Germany
312	Claye-Souilly	claye-souilly;claye	3024701	Île-de-France	48.94492	2.68566	48.94492,2.68566	FR	France
313	Clermont	clermont en avvergne;clermont;clermont nell auvergne;clermont in auvergne;clemont	3024643	Hauts-de-France	49.38333	2.4	49.38333,2.4	FR	France
314	Clermont-Ferrand	clermont ferrande;claramonte	3024635	Auvergne-Rhône-Alpes	45.77966	3.08628	45.77966,3.08628	FR	France
315	Cleve	cleve;kleve;cleves;kleves;clev	2939981	North Rhine-Westphalia	52.07905	8.29972	52.07905,8.29972	DE	Germany
316	Coburg	koburg;coburg;roburg	2939951	Bavaria	50.25937	10.96384	50.25937,10.96384	DE	Germany
317	Cockermouth	cotermouth;cockermouth	2652676	England	54.66209	-3.36086	54.66209,-3.36086	GB	United Kingdom
318	Coedely	coesuelt;coedely	2652649	Wales	51.56189	-3.4163	51.56189,-3.4163	GB	United Kingdom
319	Coevorden	coevorden;coesvoerden	2757937	Drenthe	52.66103	6.74046	52.66103,6.74046	NL	Netherlands
320	Cognac	coignac en xainctonge;cognac	3024440	Nouvelle-Aquitaine	45.69583	-0.32916	45.69583,-0.32916	FR	France
321	Coles	colms;coles	3124828	Galicia	42.4	-7.83333	42.4,-7.83333	ES	Spain
322	Colmar	colmar	3024297	Grand Est	48.08078	7.35584	48.08078,7.35584	FR	France
323	Cologne	coeln;koln;kolen;colen;colln;colonia agrippina;coln;colonia;coelen;coellen;cologne;coeln an rein;coelln;colln dem rhein;cölln;cöll am rhein;cölln im rhein;cölln am rhein	2886242	North Rhine-Westphalia	50.93333	6.95	50.93333,6.95	DE	Germany
324	Como	como;com	3178229	Lombardy	45.80819	9.0832	45.80819,9.0832	IT	Italy
325	comora	comora							
326	Compiègne	compiegne;compienge	3024066	Hauts-de-France	49.41794	2.82606	49.41794,2.82606	FR	France
327	Cond	cond	2939883	Rheinland-Pfalz	50.08333	7.16667	50.08333,7.16667	DE	Germany
328	Condé-sur-Noireau	conde fa noireau;fa noireau;condé-sur-noireau	3023953	Normandy	48.84881	-0.55214	48.84881,-0.55214	FR	France
329	Confolens	confolens;confollant;consolens	3023919	Nouvelle-Aquitaine	46.01363	0.67231	46.01363,0.67231	FR	France
330	Consolana	consoulant;consolana	8974498	Veneto	45.6927	11.25408	45.6927,11.25408	IT	Italy
331	Consuegra	consuegra;cazar consuegra	2519277	Castille-La Mancha	39.46246	-3.608	39.46246,-3.608	ES	Spain
332	Copenhagen	koppenhaugen;copenhagen in denemarck;copenhagen;coeveroden groningen;koppenhagen in dennemarcten;koppenhagen	2618425	Capital Region	55.67594	12.56553	55.67594,12.56553	DK	Denmark
333	Coppenbrügge	kopenbrug;coppenbrügge	2939862	Lower Saxony	52.11852	9.5487	52.11852,9.5487	DE	Germany
334	Corbeilles	corbeilles;corbeil;corbueil	6434567	Centre-Val de Loire	48.07222	2.54917	48.07222,2.54917	FR	France
335	Cordova	córdoba;cordoba;cordove;cordua;cordoua;cordova	2519240	Andalusia	37.89155	-4.77275	37.89155,-4.77275	ES	Spain
336	Correggio	coreggio;covezzo;corezzo;colezzo	3178019	Emilia-Romagna	44.76737	10.78345	44.76737,10.78345	IT	Italy
337	Cosenza	coffenza;cosenza;cossenza	2524907	Calabria	39.2989	16.25307	39.2989,16.25307	IT	Italy
338	Cosne-Cours-sur-Loire	cosne sur loyre;cosne-cours-sur-loire;cosne en bourbonnois	3023476	Bourgogne-Franche-Comté	47.41101	2.92528	47.41101,2.92528	FR	France
339	Costeni	costeni;costens	680584	Prahova	45.29907	26.02055	45.29907,26.02055	RO	Romania
340	Cottbus	cottbus;cotbus;kotben	2939811	Brandenburg	51.75769	14.32888	51.75769,14.32888	DE	Germany
341	Coulon	coulon	3023238	Nouvelle-Aquitaine	46.32328	-0.58561	46.32328,-0.58561	FR	France
342	Crailsheim	crailsheim;kreilsheim	2939797	Baden-Württemberg	49.13444	10.07193	49.13444,10.07193	DE	Germany
343	Creil	creil	3022610	Hauts-de-France	49.25672	2.48477	49.25672,2.48477	FR	France
344	Crema	crema	3177841	Lombardy	45.36264	9.68176	45.36264,9.68176	IT	Italy
345	Cremona	cremona	3177838	Lombardy	45.13325	10.02129	45.13325,10.02129	IT	Italy
346	Crépy-en-Valois	crespy en valois;crépy-en-valois	3022569	Hauts-de-France	49.23359	2.88807	49.23359,2.88807	FR	France
347	Crespy-le-Neuf	crespy;crespy-le-neuf	3022557	Grand Est	48.39682	4.59549	48.39682,4.59549	FR	France
348	Creuzburg	creuzperg;creuzburg	2939754	Thuringia	51.05288	10.2475	51.05288,10.2475	DE	Germany
349	Crèvecœur	crèvecœur;creuecueur;creuceur;creuecoeur	3022497	Hauts-de-France	49.58333	2.5	49.58333,2.5	FR	France
350	Croatia	croatia;croatien	3202326		45.16667	15.5	45.16667,15.5	HR	Croatia
351	Cuba	cuba	3562993		21.93384	-78.75425	21.93384,-78.75425	CU	Cuba
352	Cuenca	cuencha;cuenca;conca	3124132	Castille-La Mancha	40.06667	-2.13333	40.06667,-2.13333	ES	Spain
353	Cunio	cuni in piemont;cunio;cuneo;cune in piemont;cuni in piedmont;cune;cuni	8963324	Liguria	44.25515	8.37484	44.25515,8.37484	IT	Italy
354	Dalmatia	dalmatia;dalmazia	3202210		43	17	43,17	HR	Croatia
355	Dammartin-en-Goële	dampmartin en goelle	3021848	Île-de-France	49.05423	2.67777	49.05423,2.67777	FR	France
356	Dannberg	dannaberg;dannberg	2939002	Bavaria	49.64746	10.87166	49.64746,10.87166	DE	Germany
357	Darmstadt	dermstedt;darmstedt;darmstadt;darmstat;dermstadt in siebenbuergen	2938913	Hesse	49.87167	8.65027	49.87167,8.65027	DE	Germany
358	Daroca	darocea;daroca	3123969	Aragon	41.11475	-1.41492	41.11475,-1.41492	ES	Spain
359	Darp	darp;derp	2757831	Drenthe	52.775	6.20417	52.775,6.20417	NL	Netherlands
360	Daugavpils	daugavpils;dragapuse	460413	Daugavpils municipality	55.88333	26.53333	55.88333,26.53333	LV	Latvia
361	Dauphiné	delfine;delphinato;dauphiné;delfinato	3021686	Auvergne-Rhône-Alpes	45	5.25	45,5.25	FR	France
362	Dax	daqs;dax	3021670	Nouvelle-Aquitaine	43.71032	-1.05366	43.71032,-1.05366	FR	France
363	Dendermonde	dendermunde;dendermonde	2799645	Flanders	51.02869	4.10106	51.02869,4.10106	BE	Belgium
364	Denier	desier;denier	3021590	Hauts-de-France	50.2882	2.44382	50.2882,2.44382	FR	France
365	Denmark	denmarcht;danimarca;daennmarct;denmark;juedland;daennemarct;juedtlandt;dennmarcht	2623032		56	10	56,10	DK	Denmark
366	Denzlingen	denzlingen;denctlingen	2938190	Baden-Württemberg	48.06667	7.88333	48.06667,7.88333	DE	Germany
367	Deschenbühlloh	deschen;deschenbühlloh;dessen;desan;dessan	2937973	Bavaria	49.66611	12.03336	49.66611,12.03336	DE	Germany
368	Dettingen	dettingen	2937901	Baden-Württemberg	48.43666	8.93463	48.43666,8.93463	DE	Germany
369	Devene	devent;devene	732297	Vratsa	43.41667	23.61667	43.41667,23.61667	BG	Bulgaria
370	Deventer	deventer	2756987	Overijssel	52.255	6.16389	52.255,6.16389	NL	Netherlands
371	Dieppe	dieppe;diepe	3021411	Normandy	49.9216	1.07772	49.9216,1.07772	FR	France
372	Diest	diest	2799397	Flanders	50.98923	5.05062	50.98923,5.05062	BE	Belgium
373	Dietenhofen	dietenhofen;dietenhouen	2937160	Bavaria	49.39997	10.68975	49.39997,10.68975	DE	Germany
374	Dijon	digiun;dyon;digun borgogna;dion;dijon;diion;dyion	3021372	Bourgogne-Franche-Comté	47.31667	5.01667	47.31667,5.01667	FR	France
375	Diksmuide	diksmuide;dixmunde	2799369	Flanders	51.03248	2.86384	51.03248,2.86384	BE	Belgium
376	Dillenburg	didenburgt;dillenberg am westwald;dillenburg;dullenberg am westwald;dillenberge at westwald	2936985	Hesse	50.74114	8.28699	50.74114,8.28699	DE	Germany
377	Dillingen	dilingen;dillingen	2936977	Saarland	49.35557	6.72781	49.35557,6.72781	DE	Germany
378	Dinan	dinan	3021356	Brittany	48.45551	-2.05019	48.45551,-2.05019	FR	France
379	Dinant	dinant	2799357	Wallonia	50.25807	4.91166	50.25807,4.91166	BE	Belgium
380	Dinkelsbühl	dinckelspuhel;dinkelspil;dinctelspuhel;dinkelspit;dinkelsbühl	2936886	Bavaria	49.06942	10.31985	49.06942,10.31985	DE	Germany
381	Dithmarschen	diermarschen;diermartschen;dithmarschen;dietmarschen;dietmartschen	2936765	Schleswig-Holstein	54.11671	9.02549	54.11671,9.02549	DE	Germany
382	Dittrich	dietrich;dittrich	2936709	Saxony	50.85307	12.5072	50.85307,12.5072	DE	Germany
383	Divnopol'ye	dien colmar;divnopol'ye	566156	Orenburg Oblast	51.18954	54.50916	51.18954,54.50916	RU	Russia
384	Doetinchem	doetinchem;dottickem	2756767	Gelderland	51.965	6.28889	51.965,6.28889	NL	Netherlands
385	Dokkum	dockum;dokkum	2756759	Friesland	53.32224	5.99697	53.32224,5.99697	NL	Netherlands
386	Dole	dola di borgogna;dolu;dola;dole	3021263	Bourgogne-Franche-Comté	47.09225	5.48966	47.09225,5.48966	FR	France
387	Domo	domo	3177543	Latium	42.658	13.23865	42.658,13.23865	IT	Italy
388	Donaustauf	donastauff	2936259	Bavaria	49.03258	12.20459	49.03258,12.20459	DE	Germany
389	Donauwörth	dunawert;donnevvert;donauwörth;donevvert	2936253	Bavaria	48.71804	10.7793	48.71804,10.7793	DE	Germany
390	Dordrecht	dordrecht;dorrecht;dortrecht in holandt;dortrechts	2756669	South Holland	51.81	4.67361	51.81,4.67361	NL	Netherlands
391	Dories	doriens;dories	262994	Crete	35.286	25.67657	35.286,25.67657	GR	Greece
392	Dormans	dormans	3021034	Grand Est	49.07392	3.63819	49.07392,3.63819	FR	France
393	Dorn	dorn	2759706	Gelderland	52.21	5.96944	52.21,5.96944	NL	Netherlands
394	Dörnten	doerften;dörnten	2935637	Lower Saxony	51.97505	10.4001	51.97505,10.4001	DE	Germany
395	Dorsten	dorsten	2935530	North Rhine-Westphalia	51.66166	6.96514	51.66166,6.96514	DE	Germany
396	Dortmund	dormund;dormundt;dordmundt;dortumuda;dortmunda;dortmundt;dortmuda;dortmund;dortmunde	2935517	North Rhine-Westphalia	51.51494	7.466	51.51494,7.466	DE	Germany
397	doste	doste							
398	Dover	douvres;douer;dovay;dovar;dover	2651048	England	51.12598	1.31257	51.12598,1.31257	GB	United Kingdom
399	Dresden	dresen;dresden;dressden;draesen;dreßden;drezden	2935022	Saxony	51.05089	13.73832	51.05089,13.73832	DE	Germany
400	Dreux	dreux	3020810	Centre-Val de Loire	48.73333	1.36667	48.73333,1.36667	FR	France
401	Driessen	driessen	6544792	Limburg	51.31583	5.99722	51.31583,5.99722	NL	Netherlands
402	Drimmelen	drimmelen;drimborn	2756569	North Brabant	51.70667	4.80417	51.70667,4.80417	NL	Netherlands
403	Drolshagen	droelshagen;drolshagen	2934886	North Rhine-Westphalia	51.02358	7.77355	51.02358,7.77355	DE	Germany
404	Dudenrode	dudenrode;dudenarde	2934732	Hesse	51.25446	9.87066	51.25446,9.87066	DE	Germany
405	Duderstadt	duderstadt;duderstat;dudersao	2934728	Lower Saxony	51.51312	10.25951	51.51312,10.25951	DE	Germany
406	Duisburg	dunzburg;duisburg;duysburg;dunsburg	2934691	North Rhine-Westphalia	51.43247	6.76516	51.43247,6.76516	DE	Germany
407	Dun-sur-Auron	dun-sur-auron;dun le roy	3020678	Centre-Val de Loire	46.8849	2.57345	46.8849,2.57345	FR	France
408	Dung	dung	3020691	Bourgogne-Franche-Comté	47.50299	6.75223	47.50299,6.75223	FR	France
409	Dunkirk	dunkerche;dunkirk;dunkerque;dünkirchen;doncherhen	3020686	Hauts-de-France	51.03297	2.377	51.03297,2.377	FR	France
410	Düren	düren;duren	2934486	North Rhine-Westphalia	50.80434	6.49299	50.80434,6.49299	DE	Germany
411	durlach	durlach							
412	Düsseldorf	dusseldorp;dusseldorf;duesseldorf	2934246	North Rhine-Westphalia	51.22172	6.77616	51.22172,6.77616	DE	Germany
413	Düsseldorf-Gerresheim	düsseldorf-gerresheim;gerresheim	2920958	North Rhine-Westphalia	51.23333	6.86667	51.23333,6.86667	DE	Germany
414	Edirne	edirne;andrinopoli;adrianopoli	747712	Edirne	41.67719	26.55597	41.67719,26.55597	TR	Turkey
415	Eger	eger	721239	Heves	47.90265	20.37329	47.90265,20.37329	HU	Hungary
416	Eichstätt	eystet;eichstätt;eystett;eychstett	2932069	Bavaria	48.88854	11.19675	48.88854,11.19675	DE	Germany
417	Eichwege	eichwege;eischwege	2932038	Brandenburg	51.60395	14.61478	51.60395,14.61478	DE	Germany
418	Eilsleben	eilsleben;eisleben	2931838	Saxony-Anhalt	52.14708	11.21035	52.14708,11.21035	DE	Germany
419	Einbeck	einbeck;eimbeke;eymbeke;eimbecke;eimbect;eimbeck;enmbese;enmbeke	2931804	Lower Saxony	51.82018	9.86961	51.82018,9.86961	DE	Germany
420	Eisenach	eysenach;eisenach;isenaten;isenaken	2931574	Thuringia	50.9807	10.31522	50.9807,10.31522	DE	Germany
421	Eißel	eissel;eißel	2931398	Lower Saxony	52.97881	9.01387	52.97881,9.01387	DE	Germany
422	Eksjö	eksjo;eksjö;ekesioe	2716437	Jönköping	57.66643	14.97205	57.66643,14.97205	SE	Sweden
423	Elexalde	gorliz;elexalde	3121286	Basque Country	43.4149	-2.93678	43.4149,-2.93678	ES	Spain
424	Ellwangen	eiwangen;ellwangen	2930889	Baden-Württemberg	48.96164	10.13173	48.96164,10.13173	DE	Germany
425	Elvas	elvas	8010574	Portalegre	38.89868	-7.22426	38.89868,-7.22426	PT	Portugal
426	Embrach	embrach;embrich	2660913	Zurich	47.50561	8.59406	47.50561,8.59406	CH	Switzerland
427	Embrici	embrici;embrick	8981657	Emilia-Romagna	44.83992	9.45628	44.83992,9.45628	IT	Italy
428	Embrun	ambrun;embrun	3020251	Provence-Alpes-Côte d'Azur	44.56387	6.49526	44.56387,6.49526	FR	France
429	Emden	embden;emden;embden in ostfrieslandt;embden sun ostriesflandt;embten	2930596	Lower Saxony	53.36745	7.20778	53.36745,7.20778	DE	Germany
430	Emilia-Romagna	romagna;romagne;la romagna;romania;emilia-romagna	3169068	Emilia-Romagna	44.5	12.25	44.5,12.25	IT	Italy
431	Emmerich	emmerich;emerich;emrich	2930509	North Rhine-Westphalia	51.83933	6.24792	51.83933,6.24792	DE	Germany
432	Engen	engen;eneten	2930201	Baden-Württemberg	47.85534	8.77342	47.85534,8.77342	DE	Germany
433	Enghien	enghien	2798747	Wallonia	50.68373	4.03284	50.68373,4.03284	BE	Belgium
434	Ennerich	entbrich;ennerich	2930040	Hesse	50.3937	8.12762	50.3937,8.12762	DE	Germany
435	Ensisheim	ensisheim;ensischein	3020152	Grand Est	47.86584	7.35052	47.86584,7.35052	FR	France
436	enudhouen	enudhouen							
437	Eppingen	eppingen	2929831	Baden-Württemberg	49.13645	8.91229	49.13645,8.91229	DE	Germany
438	Erfurt	erdfurd;erdtfurt;erffurt;erfurt;erdefurt;erfut;erfurdt;erfurth	2929670	Thuringia	50.9787	11.03283	50.9787,11.03283	DE	Germany
439	erverfelt	erverveld;erverfelt							
440	Escaladei	escaladey;escaladei	10941887	Catalonia	41.24811	0.81083	41.24811,0.81083	ES	Spain
441	Essen	essen;esens	2928810	North Rhine-Westphalia	51.45657	7.01228	51.45657,7.01228	DE	Germany
442	Essing	essing;esling	2928764	Bavaria	48.93467	11.78972	48.93467,11.78972	DE	Germany
443	Esslingen am Neckar	eslingen;esslingen am neckar	2928751	Baden-Württemberg	48.73961	9.30473	48.73961,9.30473	DE	Germany
444	Estampes	estampes	3019575	Occitanie	43.39424	0.27548	43.39424,0.27548	FR	France
445	Este	este	3177337	Veneto	45.22338	11.66379	45.22338,11.66379	IT	Italy
446	Esternay	espernay;esternay	3019549	Grand Est	48.73232	3.56159	48.73232,3.56159	FR	France
447	Evora	hevoza;evora;evoza	2268406	Évora	38.56667	-7.9	38.56667,-7.9	PT	Portugal
448	Faenza	faenza	3177300	Emilia-Romagna	44.29007	11.87948	44.29007,11.87948	IT	Italy
449	fagian	fagian							
450	Falaise	falaise	3019113	Normandy	48.89217	-0.19527	48.89217,-0.19527	FR	France
451	falstern	falstern							
452	Falun	falun;fahlum	2715459	Dalarna	60.60357	15.62597	60.60357,15.62597	SE	Sweden
453	Fano	faro;favo;fano	3177219	The Marches	43.84052	13.01665	43.84052,13.01665	IT	Italy
454	Fehmarn	femeren;fehmarn	8051091	Schleswig-Holstein	54.4378	11.19352	54.4378,11.19352	DE	Germany
455	Fehrbellin	fehrbellin	2927564	Brandenburg	52.8135	12.7644	52.8135,12.7644	DE	Germany
456	Feldkirch	feldkirch	2779674	Vorarlberg	47.23306	9.6	47.23306,9.6	AT	Austria
457	Ferden	ferden	2660799	Valais	46.39359	7.75921	46.39359,7.75921	CH	Switzerland
458	Ferentino	ferentino	3177102	Latium	41.69119	13.2562	41.69119,13.2562	IT	Italy
459	ferling	ferling							
460	Fermignano	fermignano	3177100	The Marches	43.69311	12.65437	43.69311,12.65437	IT	Italy
461	Ferrara	ferrar;ferraria;ferrare;ferrara;ferzar;ferrary	3177090	Emilia-Romagna	44.83804	11.62057	44.83804,11.62057	IT	Italy
462	Finale	finale;final	2524750	Sicily	38.01891	14.16151	38.01891,14.16151	IT	Italy
463	Finale Ligure	finale liguria;final liguria;finale ligure	3176982	Liguria	44.16952	8.3436	44.16952,8.3436	IT	Italy
464	Finland	fendlaw;fenlandt;fendlandt;finland	660013		64	26	64,26	FI	Finland
465	Flatten	flatten	11915581	Grand Est	49.42625	6.51227	49.42625,6.51227	FR	France
466	Florence	firenza;nontiata di fiorenza;firenze;fiorenze;fiorenza;florence;florenza;florentz;florencyey;florenz	3176959	Tuscany	43.77925	11.24626	43.77925,11.24626	IT	Italy
467	Foligno	foligno;fuligno	3176854	Umbria	42.95488	12.70268	42.95488,12.70268	IT	Italy
468	Fondi	fondi	3176843	Latium	41.35787	13.42718	41.35787,13.42718	IT	Italy
469	Fontainebleau	fotainebleau;fontableuu;fontainebelleau;fountaine bleau;fontainebleau;fontanebleo;fontaine belleu	3018074	Île-de-France	48.4	2.7	48.4,2.7	FR	France
470	Fontenay-le-Comte	fontenay;fontenay le conte;fontenay-le-comte	3017921	Pays de la Loire	46.46667	-0.81667	46.46667,-0.81667	FR	France
